아파트명,면적,층수,구,동,년수,거래_날짜,가격,브랜드
목동신시가지7,53.88,13,양천구,목동,38,20240430,14.1,기타
목동신시가지7,74.12,2,양천구,목동,38,20240430,20.3,기타
현대1,83.02,14,송파구,풍납동,29,20240430,12.05,기타
당산현대5차,59.75,20,영등포구,당산동4가,24,20240430,10.8,기타
현대리버빌1지구,184.96,20,송파구,풍납동,25,20240430,18.5,기타
현대8차(성수현대:91~95동),111.5,3,강남구,압구정동,44,20240430,38,기타
유원제일2차,123.76,1,영등포구,당산동5가,40,20240430,14,기타
프라자,109.07,14,강동구,둔촌동,40,20240430,13,기타
목동신시가지1,51.48,11,양천구,목동,39,20240430,12.95,기타
삼성,72.185,17,마포구,도화동,27,20240430,12.4,기타
서울숲대림,59.885,9,성동구,성수동1가,24,20240430,13.6,기타
광장자이,158.26,4,광진구,광장동,16,20240430,21.5,자이
신공덕1차삼성래미안1아파트,84.9,19,마포구,신공덕동,24,20240430,13.25,래미안
신공덕1차삼성래미안1아파트,84.9,19,마포구,신공덕동,24,20240430,13.25,래미안
신공덕1차삼성래미안1아파트,84.9,23,마포구,신공덕동,24,20240430,13.4,래미안
동아,52.68,4,성동구,성수동1가,41,20240430,14.15,기타
화곡푸르지오,103.92,3,강서구,화곡동,22,20240430,10.3,푸르지오
래미안밤섬리베뉴Ⅱ,84.82,5,마포구,상수동,10,20240430,14.7,래미안
래미안밤섬리베뉴Ⅱ,84.82,8,마포구,상수동,10,20240430,16.4,래미안
롯데캐슬위너,59.98,8,양천구,목동,19,20240430,9.8,롯데캐슬
삼익가든,82.45,7,강동구,명일동,40,20240430,9.7,기타
쌍용,59.76,3,성동구,성수동1가,27,20240430,11.29,기타
한양,119.37,8,강동구,명일동,38,20240430,15.75,기타
래미안하이리버,59.99,15,성동구,금호동2가,12,20240430,12.5,래미안
벽산,84.82,9,성동구,금호동1가,23,20240430,11.29,기타
벽산,84.82,9,성동구,금호동1가,23,20240430,11.29,기타
벽산,114.57,18,성동구,금호동1가,23,20240430,11,기타
선사현대,72.85,19,강동구,암사동,24,20240430,9.8,기타
고덕그라시움,73.873,8,강동구,고덕동,5,20240430,14.3,기타
고덕그라시움,84.244,12,강동구,고덕동,5,20240430,16.3,기타
목화,84.67,5,마포구,망원동,21,20240430,7.8,기타
가양도시개발9-2단지,49.5,12,강서구,가양동,31,20240430,7,기타
강나루2현대,84.84,11,강서구,가양동,23,20240430,8.8,기타
주공3,58.14,11,강서구,등촌동,29,20240430,7.28,기타
돈의문센트레빌,84.99,3,서대문구,냉천동,13,20240430,12.9,기타
힐스테이트세운센트럴2단지,42.998,10,중구,입정동,1,20240430,7.47,힐스테이트
디팰리스,118.749,15,종로구,신문로2가,4,20240430,28,기타
마곡중앙하이츠아파트,39.58,1,강서구,방화동,30,20240430,3.47,기타
대림,59.65,13,동대문구,답십리동,21,20240430,6.5,기타
독립문극동(200-0),102.45,19,서대문구,현저동,26,20240430,11.7,기타
성산시영(대우),50.03,3,마포구,성산동,38,20240430,8.37,기타
성산시영(대우),50.03,4,마포구,성산동,38,20240430,8.5,기타
래미안장안2차,112.92,3,동대문구,장안동,17,20240430,11.5,래미안
DMC금호리첸시아,59.977,3,서대문구,남가좌동,2,20240430,8,기타
성원쌍떼빌팰리스,186.47,6,서대문구,연희동,19,20240430,16.5,기타
전농SK,114.3,15,동대문구,전농동,24,20240430,8.4,기타
홍제한양,60.06,5,서대문구,홍제동,31,20240430,6.8,기타
홍제한양,120.14,9,서대문구,홍제동,31,20240430,10.2,기타
한진(609-1),59.58,3,성북구,돈암동,26,20240430,5.38,기타
녹번역e편한세상캐슬,59.96,9,은평구,응암동,3,20240430,9.59,기타
래미안세레니티,84.98,8,성북구,종암동,15,20240430,8.8,래미안
돈암현대아파트,68.76,13,성북구,돈암동,33,20240430,6.35,기타
동성아파트,84.08,6,중랑구,신내동,27,20240430,5.85,기타
북한산푸르지오,84.99,10,은평구,녹번동,9,20240430,9.7,푸르지오
신동아파밀리에,84.92,10,성북구,석관동,13,20240430,8.22,기타
동성5,59.91,1,중랑구,신내동,27,20240430,4.16,기타
래미안길음센터피스,59.97,18,성북구,길음동,5,20240430,10.2,래미안
정릉힐스테이트3차,59.98,4,성북구,정릉동,16,20240430,6.3,힐스테이트
위더스빌,107.05,4,중랑구,묵동,14,20240430,6.9,기타
북한산힐스테이트7차,59.981,13,은평구,불광동,13,20240430,8.7,힐스테이트
에스케이북한산시티,59.98,6,강북구,미아동,20,20240430,5.79,기타
꿈의숲해링턴플레이스,84.67,1,강북구,미아동,5,20240430,7.99,기타
정릉풍림아이원,59.88,10,성북구,정릉동,19,20240430,4.92,기타
정릉풍림아이원,114.75,4,성북구,정릉동,19,20240430,7.37,기타
효성아파트,84.66,4,노원구,공릉동,29,20240430,7.5,기타
비콘아파트,80.66,11,노원구,공릉동,20,20240430,5.75,기타
씨엠아파트,73.23,3,노원구,공릉동,18,20240430,3.85,기타
태강아파트(아이파크),49.6,9,노원구,공릉동,25,20240430,4.77,기타
삼익2차아파트,54.74,6,노원구,공릉동,20,20240430,4.65,기타
극동,84.95,4,노원구,월계동,28,20240430,4.7,기타
폭포동4단지힐스테이트(408~422동)BL3-9,101.97,1,은평구,진관동,14,20240430,11,힐스테이트
대우,59.86,3,도봉구,창동,29,20240430,5.1,기타
중계무지개,39.82,1,노원구,중계동,33,20240430,3.75,기타
삼성래미안,84.87,4,도봉구,창동,32,20240430,7.38,래미안
창동주공1단지,41.3,8,도봉구,창동,34,20240430,4.2,기타
한양5,76.405,5,도봉구,쌍문동,33,20240430,4.97,기타
한양5,84.635,8,도봉구,쌍문동,33,20240430,5.4,기타
동아청솔,134.94,2,도봉구,창동,27,20240430,9,기타
노원센트럴푸르지오,59.994,13,노원구,상계동,3,20240430,7.6,푸르지오
한신,84.94,5,도봉구,도봉동,29,20240430,6.15,기타
엘에이치서초4단지,74.97,15,서초구,우면동,11,20240501,12.75,기타
관악산휴먼시아2단지,84.97,11,관악구,신림동,16,20240501,6.5,기타
관악산휴먼시아2단지,114.7,7,관악구,신림동,16,20240501,7.5,기타
금천현대,59.82,15,금천구,독산동,22,20240501,5.22,기타
청광,84.8,1,관악구,신림동,24,20240501,5.5,기타
강남자곡힐스테이트,59.93,11,강남구,자곡동,9,20240501,9.7,힐스테이트
강남자곡힐스테이트,59.93,11,강남구,자곡동,9,20240501,9.7,힐스테이트
한라,59.98,3,서초구,우면동,30,20240501,10.7,기타
위례중앙푸르지오2단지,84.78,4,송파구,장지동,8,20240501,15.3,푸르지오
건영1,74.22,10,관악구,신림동,40,20240501,6,기타
송파더센트레(위례22단지),51.77,10,송파구,장지동,11,20240501,8.95,기타
파크하비오,84.907,15,송파구,문정동,8,20240501,15.5,기타
파크하비오,84.964,9,송파구,문정동,8,20240501,14.5,기타
강남데시앙포레,59.97,2,강남구,수서동,10,20240501,13.35,기타
강남데시앙포레,84.81,1,강남구,수서동,10,20240501,15.85,기타
래미안블레스티지,49.909,4,강남구,개포동,5,20240501,16.45,래미안
신림동신도브래뉴,84.95,9,관악구,신림동,21,20240501,7.4,기타
동익,60.01,6,강남구,수서동,31,20240501,12.8,기타
방배대우디오빌,29.6,6,서초구,방배동,19,20240501,2.7,기타
하버라인4단지,59.86,9,구로구,항동,5,20240501,6.2,기타
한일유앤아이,84.962,22,구로구,구로동,18,20240501,6.23,기타
타워팰리스3,141.706,57,강남구,도곡동,20,20240501,40.2,기타
삼성래미안,56.036,22,구로구,구로동,20,20240501,6.5,래미안
삼성래미안,56.036,5,구로구,구로동,20,20240501,6.9,래미안
삼성래미안,84.967,9,동작구,사당동,21,20240501,11.5,래미안
벽산블루밍,59.99,10,관악구,봉천동,19,20240501,6.65,기타
극동(105),59.25,11,동작구,사당동,31,20240501,9.1,기타
극동(105),84.32,14,동작구,사당동,31,20240501,9.9,기타
문영칸타빌레,84.89,13,영등포구,대림동,23,20240501,6.35,기타
거여1단지,39.6,5,송파구,거여동,27,20240501,5.6,기타
사당롯데캐슬골든포레,84.973,4,동작구,사당동,3,20240501,12,롯데캐슬
사당롯데캐슬골든포레,84.978,16,동작구,사당동,3,20240501,8.4,롯데캐슬
신동아아파트(1차),101.6,3,서초구,서초동,46,20240501,21.8,기타
현대연예인,84.91,8,구로구,구로동,35,20240501,6.3,기타
래미안대치팰리스,94.49,12,강남구,대치동,9,20240501,37.7,래미안
보라매파크빌,84.59,11,동작구,신대방동,22,20240501,11.45,기타
힐스테이트상도센트럴파크,118.143,6,동작구,상도동,12,20240501,15.5,힐스테이트
가락(1차)쌍용아파트,84.69,8,송파구,가락동,27,20240501,13.1,기타
대림역삼,59.66,12,강남구,역삼동,27,20240501,14.3,기타
힐스테이트상도프레스티지,84.884,19,동작구,상도동,11,20240501,13.45,힐스테이트
온수힐스테이트,59.98,5,구로구,온수동,14,20240501,6.15,힐스테이트
은마,76.79,8,강남구,대치동,45,20240501,22.95,기타
헬리오시티,84.95,14,송파구,가락동,6,20240501,20.2,기타
헬리오시티,84.96,9,송파구,가락동,6,20240501,20.75,기타
헬리오시티,84.97,18,송파구,가락동,6,20240501,21,기타
삼성래미안2,84.796,7,동작구,상도동,21,20240501,9.8,래미안
"쌍용대치아파트1동,2동,3동,5동,6동",128.03,13,강남구,대치동,41,20240501,30.8,기타
삼풍아파트,130.73,8,서초구,서초동,36,20240501,33.5,기타
엠브이아파트,83.4,9,서초구,반포동,30,20240501,16.1,기타
서울가든,84.99,13,구로구,고척동,35,20240501,6.25,기타
래미안송파파인탑,64.66,15,송파구,송파동,12,20240501,14.8,래미안
흑석한강푸르지오,84.98,4,동작구,흑석동,12,20240501,14.75,푸르지오
반포리체,59.994,24,서초구,반포동,14,20240501,23.2,기타
반포리체,106.148,32,서초구,반포동,14,20240501,33.95,기타
아크로리버파크,112.96,13,서초구,반포동,8,20240501,49,기타
중앙하이츠,104.62,2,양천구,신정동,14,20240501,11,기타
대림2,134.99,4,구로구,신도림동,23,20240501,12.55,기타
대림1,59.88,11,구로구,신도림동,25,20240501,8.43,기타
신도림태영타운,59.88,15,구로구,구로동,24,20240501,8.4,기타
반포자이,59.98,12,서초구,반포동,15,20240501,25.7,자이
코오롱,59.94,19,영등포구,대림동,26,20240501,7.58,기타
미성,66.03,1,구로구,신도림동,37,20240501,6.48,기타
고척파크푸르지오,59.89,11,구로구,고척동,15,20240501,7.69,푸르지오
건영(103동-106동),59.83,11,동작구,노량진동,27,20240501,8.7,기타
신반포4,100.11,9,서초구,잠원동,45,20240501,28.8,기타
신반포4,105.89,12,서초구,잠원동,45,20240501,32.2,기타
우성,124.77,7,동작구,노량진동,27,20240501,11.2,기타
한양수자인어반게이트,20.7,3,강남구,논현동,11,20240501,1.95,기타
트리지움,59.88,15,송파구,잠실동,17,20240501,19.15,기타
동아1,84.908,10,구로구,신도림동,25,20240501,11.1,기타
월드메르디앙,84.78,1,서초구,잠원동,22,20240501,13.5,기타
푸른마을2,49.16,13,양천구,신정동,23,20240501,4.4,기타
신트리1,49.95,9,양천구,신정동,25,20240501,6.3,기타
주공아파트5단지,82.61,14,송파구,잠실동,46,20240501,26.75,기타
더원센트럴,29.09,14,송파구,방이동,4,20240501,3.2,기타
문래자이,121.53,10,영등포구,문래동3가,23,20240501,15.1,자이
문래대림,84.92,8,영등포구,문래동5가,24,20240501,7.82,기타
서광아파트,84.93,5,강남구,삼성동,26,20240501,20.7,기타
올림픽선수기자촌1단지,83.06,24,송파구,방이동,36,20240501,18.5,기타
롯데캐슬,84.984,15,양천구,신월동,10,20240501,9.4,롯데캐슬
장미1,71.2,2,송파구,신천동,45,20240501,17.8,기타
롯데캐슬,84.73,1,양천구,신정동,20,20240501,12.5,롯데캐슬
장미2,99,5,송파구,신천동,45,20240501,22,기타
파크리오,84.79,5,송파구,신천동,16,20240501,20.5,기타
시범,118.12,12,영등포구,여의도동,53,20240501,25.5,기타
동부센트레빌,59.99,9,용산구,이촌동,23,20240501,14.5,기타
한양,105.72,4,영등포구,여의도동,49,20240501,23.8,기타
목동신시가지8,105.35,10,양천구,신정동,37,20240501,20.9,기타
신동아,50.81,8,영등포구,양평동1가,42,20240501,7.2,기타
한강(대우),84.98,6,용산구,이촌동,24,20240501,18.8,기타
신월2차보람쉬움,59.46,1,양천구,신월동,19,20240501,4.45,기타
삼부,146.68,1,영등포구,여의도동,49,20240501,33.5,기타
청담로얄카운티,218.94,8,강남구,청담동,25,20240501,56.9,기타
센트럴파크,92.739,26,용산구,한강로3가,4,20240501,27.5,기타
신성둔촌미소지움1,59.78,8,강동구,둔촌동,26,20240501,8.4,기타
삼호,84.92,7,영등포구,양평동3가,26,20240501,8.45,기타
목동신시가지7,74.12,3,양천구,목동,38,20240501,20.2,기타
목동신시가지7,74.12,3,양천구,목동,38,20240501,20.2,기타
목동신시가지7,101.2,2,양천구,목동,38,20240501,23,기타
신현대12차,121.18,6,강남구,압구정동,42,20240501,48,기타
프라임하우스(916-5),40.24,12,강서구,화곡동,10,20240501,2.7,기타
성재,62.41,5,강서구,화곡동,22,20240501,3,기타
당산현대3차,59.26,14,영등포구,당산동4가,36,20240501,8.99,기타
당산삼성래미안4차,97.27,17,영등포구,당산동5가,21,20240501,16.2,래미안
자양8차현대홈타운,108.43,14,광진구,자양동,22,20240501,15.25,기타
목동신시가지5,115.47,1,양천구,목동,38,20240501,25.5,기타
목동신시가지5,115.47,6,양천구,목동,38,20240501,26.9,기타
부영2,144.83,23,양천구,목동,24,20240501,17.5,기타
길동우성,57.1,1,강동구,길동,30,20240501,6.65,기타
삼익세라믹,84.85,11,강동구,길동,32,20240501,7.25,기타
씨티극동1,59.69,5,송파구,풍납동,26,20240501,8.55,기타
씨티극동1,59.69,5,송파구,풍납동,26,20240501,8.55,기타
강국,82.17,5,양천구,신월동,18,20240501,5.1,기타
한화오벨리스크,38.08,9,마포구,도화동,20,20240501,5.43,기타
삼성,84.985,7,마포구,도화동,27,20240501,10.42,기타
양평한신,59.94,19,영등포구,양평동5가,28,20240501,8.55,기타
임광,117.83,5,강서구,등촌동,24,20240501,8.625,기타
현대3,59.67,11,광진구,광장동,34,20240501,10.05,기타
동양,84.85,12,영등포구,양평동6가,24,20240501,8.8,기타
옥수삼성,59.7,1,성동구,옥수동,25,20240501,11.3,기타
옥수삼성,84.822,9,성동구,옥수동,25,20240501,15.45,기타
마포자이,113.803,5,마포구,염리동,21,20240501,19.65,자이
e편한세상광진그랜드파크,84.971,3,광진구,구의동,3,20240501,15.4,기타
현대파크빌,84.81,15,광진구,광장동,24,20240501,15.21,기타
한솔,59.28,14,영등포구,양평동6가,25,20240501,7.16,기타
한솔,84.13,5,영등포구,양평동6가,25,20240501,8,기타
서울숲푸르지오,59.99,3,성동구,금호동4가,17,20240501,12,푸르지오
공덕파크자이,84.98,7,마포구,공덕동,9,20240501,16.85,자이
초록,59.34,4,강서구,화곡동,26,20240501,6.2,기타
대우,59.97,7,성동구,금호동4가,23,20240501,11,기타
공덕1삼성래미안,84.94,23,마포구,공덕동,25,20240501,13.7,래미안
래미안밤섬리베뉴Ⅱ,59.99,7,마포구,상수동,10,20240501,13.4,래미안
힐스테이트서울숲리버,59.96,4,성동구,금호동4가,6,20240501,13.4,힐스테이트
현대I-PARK,84.98,16,성동구,성수동2가,21,20240501,13.9,기타
공덕현대,84.61,3,마포구,공덕동,35,20240501,10.5,기타
옥수파크힐스101동~116동,59.78,4,성동구,옥수동,8,20240501,15.5,기타
고덕롯데캐슬베네루체,84.146,18,강동구,상일동,5,20240501,12.55,롯데캐슬
쌍용,59.76,14,성동구,성수동1가,27,20240501,11.8,기타
신촌숲아이파크,59.376,27,마포구,신수동,5,20240501,14.2,기타
암사e편한세상,84.98,3,강동구,암사동,19,20240501,8.3,기타
래미안하이리버,59.99,9,성동구,금호동2가,12,20240501,12.4,래미안
래미안하이리버,84.99,10,성동구,금호동2가,12,20240501,14.5,래미안
벽산,59.9,19,성동구,금호동1가,23,20240501,9.23,기타
고덕자이,59.708,8,강동구,상일동,3,20240501,10.99,자이
고덕자이,59.939,6,강동구,상일동,3,20240501,11.35,자이
고덕자이,84.971,17,강동구,상일동,3,20240501,13.9,자이
선사현대,58.68,5,강동구,암사동,24,20240501,8.2,기타
래미안솔베뉴,59.11,22,강동구,명일동,5,20240501,11.7,래미안
서울숲리버그린동아,59.98,18,성동구,응봉동,21,20240501,10.2,기타
서울역센트럴자이,72.973,12,중구,만리동2가,7,20240501,14.1,자이
신동아,76.41,9,성동구,행당동,29,20240501,9.7,기타
약수하이츠,84.88,6,중구,신당동,25,20240501,12,기타
약수하이츠,114.92,14,중구,신당동,25,20240501,14.15,기타
서울숲리버뷰자이,84.95,10,성동구,행당동,6,20240501,17.6,자이
마포그랑자이(1단지),59.98,5,마포구,대흥동,4,20240501,14.2,자이
성원,59.91,8,강서구,염창동,23,20240501,7.13,기타
마포래미안푸르지오1단지,84.597,13,마포구,아현동,10,20240501,17.6,래미안
마포래미안푸르지오2단지,84.597,10,마포구,아현동,10,20240501,17.6,래미안
마포래미안푸르지오3단지,114.726,4,마포구,아현동,10,20240501,19.4,래미안
우장산롯데캐슬,85,4,강서구,화곡동,21,20240501,9.4,롯데캐슬
행당한진타운,114.62,7,성동구,행당동,24,20240501,13.8,기타
마곡13단지힐스테이트마스터,59.982,2,강서구,마곡동,7,20240501,10.65,힐스테이트
대림e-편한세상,84.87,15,성동구,행당동,24,20240501,11,기타
고덕그라시움,59.785,13,강동구,고덕동,5,20240501,12.55,기타
삼성사이버빌리지,84.93,6,중구,중림동,23,20240501,12.7,기타
이편한세상신촌(4단지),84.82,21,서대문구,북아현동,6,20240501,16.15,기타
가양도시개발9-2단지,49.5,5,강서구,가양동,31,20240501,6.55,기타
왕십리풍림아이원,59.936,14,성동구,하왕십리동,20,20240501,9.3,기타
신촌럭키,83.38,13,서대문구,대현동,25,20240501,9.4,기타
공항동부센트레빌,84.99,9,강서구,공항동,15,20240501,8.435,기타
왕십리KCC스위첸,59.851,15,성동구,하왕십리동,8,20240501,10,기타
왕십리KCC스위첸,64.236,5,성동구,하왕십리동,8,20240501,9.9,기타
연희자이엘라,13.642,5,서대문구,연희동,10,20240501,1.49,자이
"등촌1,2단지주공아파트",41.85,9,강서구,등촌동,30,20240501,5,기타
한보구암마을,59.85,12,강서구,가양동,25,20240501,6.9,기타
텐즈힐(1단지),84.88,4,성동구,하왕십리동,9,20240501,14.95,기타
한오,47.06,2,강서구,방화동,36,20240501,2.63,기타
가양2단지(성지),39.6,11,강서구,가양동,32,20240501,6,기타
마곡중앙하이츠아파트,39.58,5,강서구,방화동,30,20240501,3.67,기타
힐스테이트청계,84.85,23,동대문구,답십리동,6,20240501,12.2,힐스테이트
DMC파크뷰자이2단지,84.968,18,서대문구,남가좌동,9,20240501,11.45,자이
DMC래미안e편한세상,84.95,12,서대문구,북가좌동,12,20240501,11,래미안
광화문스페이스본(101동~105동),131.44,2,종로구,사직동,16,20240501,17,기타
래미안엘파인아파트,59.95,6,동대문구,답십리동,13,20240501,7.28,래미안
방화5,33.18,10,강서구,방화동,30,20240501,3.97,기타
보문파크뷰자이,84.99,1,성북구,보문동6가,7,20240501,10.4,자이
무악재한화,84.28,2,서대문구,홍제동,23,20240501,9,기타
남청파인힐,55.14,10,은평구,응암동,23,20240501,4.3,기타
DMC월드,83.151,11,은평구,증산동,22,20240501,7.9,기타
면목한신,44.5,11,중랑구,면목동,37,20240501,4.42,기타
백운아파트,67.62,7,중랑구,상봉동,20,20240501,4.32,기타
한진(609-1),59.58,8,성북구,돈암동,26,20240501,5.34,기타
신동아,52.71,13,은평구,응암동,34,20240501,4.55,기타
돈암힐스테이트,59.92,2,성북구,돈암동,17,20240501,6.4,힐스테이트
녹번역e편한세상캐슬,44.85,4,은평구,응암동,3,20240501,7.5,기타
돈암동삼성,59.4,3,성북구,돈암동,25,20240501,5.7,기타
정릉힐스테이트1차,84.853,1,성북구,정릉동,17,20240501,6.76,힐스테이트
중랑숲리가,110.918,9,중랑구,망우동,12,20240501,7.95,기타
래미안베라힐즈,59.98,19,은평구,녹번동,5,20240501,9.4,래미안
동성7,59.34,7,중랑구,신내동,25,20240501,4.55,기타
길음뉴타운데시앙,59.42,7,성북구,정릉동,25,20240501,5.04,기타
신내11대명,59.76,4,중랑구,신내동,28,20240501,5,기타
중앙하이츠,59.79,11,성북구,석관동,30,20240501,4.97,기타
대림e-편한세상2,84.618,2,은평구,구산동,20,20240501,6.3,기타
진로아파트,134.37,8,중랑구,신내동,29,20240501,9.5,기타
진로아파트,134.37,8,중랑구,신내동,29,20240501,9.5,기타
꿈의숲아이파크,59.1,8,성북구,장위동,2,20240501,9.18,기타
신내6대주,39.84,5,중랑구,신내동,28,20240501,3.72,기타
신내,39.84,10,중랑구,묵동,28,20240501,3.7,기타
현대성우,59.4,5,강북구,미아동,26,20240501,4.55,기타
두산위브트레지움,84.99,3,강북구,미아동,13,20240501,7.93,기타
한진한화그랑빌,84.97,14,노원구,월계동,22,20240501,8.64,기타
한진한화그랑빌,139.08,19,노원구,월계동,22,20240501,9.5,기타
에스케이북한산시티,84.86,10,강북구,미아동,20,20240501,6.3,기타
정릉풍림아이원,60,2,성북구,정릉동,19,20240501,4.85,기타
정릉풍림아이원,84.09,16,성북구,정릉동,19,20240501,5.97,기타
꿈의숲대명루첸아파트,84.843,17,성북구,장위동,16,20240501,8.77,기타
벽산라이브파크,84.89,11,강북구,미아동,20,20240501,5.8,기타
비선아파트,48.6,10,노원구,공릉동,25,20240501,4.3,기타
비선아파트,48.6,10,노원구,공릉동,25,20240501,4.3,기타
롯데캐슬루나,59.992,6,노원구,월계동,18,20240501,7.1,롯데캐슬
장미(시영6),49.5,11,노원구,하계동,35,20240501,5.63,기타
장미(시영6),49.75,2,노원구,하계동,35,20240501,5.21,기타
세인트라디움,52.29,3,도봉구,창동,22,20240501,2.375,기타
중계무지개,59.26,3,노원구,중계동,33,20240501,5.5,기타
주공17단지,36.16,1,도봉구,창동,35,20240501,3.07,기타
상계주공1(고층),41.3,12,노원구,상계동,36,20240501,3.9,기타
삼성래미안,84.87,9,도봉구,창동,32,20240501,8.15,래미안
상계주공4(고층),49.94,4,노원구,상계동,36,20240501,5,기타
주공5,76.51,1,노원구,중계동,32,20240501,8.75,기타
동아청솔,134.94,7,도봉구,창동,27,20240501,11.8,기타
북한산아이파크5차,84.451,15,도봉구,창동,20,20240501,8.7,기타
대림,93.75,10,노원구,상계동,36,20240501,8.7,기타
노원IPARK,139.28,8,노원구,상계동,15,20240501,7.55,기타
청암2단지,49.77,6,노원구,상계동,23,20240501,4.24,기타
포레나노원,59.942,25,노원구,상계동,4,20240501,8.65,기타
상계주공11(고층),58.01,5,노원구,상계동,36,20240501,5.9,기타
상계주공12(고층),41.3,12,노원구,상계동,36,20240501,3.8,기타
상계주공12(고층),61.52,7,노원구,상계동,36,20240501,5.75,기타
상계주공16(고층),58.01,5,노원구,상계동,36,20240501,5,기타
상계주공14(고층),49.94,3,노원구,상계동,35,20240501,4.6,기타
현대2차,82.68,5,노원구,상계동,31,20240501,5.35,기타
한신4차,84.84,10,노원구,상계동,29,20240501,5.45,기타
두산,58.65,1,노원구,상계동,30,20240501,4.05,기타
수락산벨리체,114.92,4,노원구,상계동,24,20240501,7.93,기타
관악산신도브래뉴,84.8,4,금천구,시흥동,18,20240502,6.3,기타
와이즈플레이스,14.22,15,금천구,시흥동,12,20240502,0.93,기타
한신아파트,89.46,8,금천구,독산동,33,20240502,5.99,기타
서초힐스,84.96,9,서초구,우면동,12,20240502,14,기타
금천롯데캐슬골드파크3차,84.223,36,금천구,독산동,6,20240502,11.95,롯데캐슬
강남데시앙파크,114.69,8,강남구,세곡동,13,20240502,15.9,기타
강남데시앙파크,114.69,8,강남구,세곡동,13,20240502,15.9,기타
드림캐슬2차,84.6,7,금천구,가산동,19,20240502,4.5,기타
e편한세상서울대입구2차,59.85,4,관악구,봉천동,4,20240502,9.45,기타
e편한세상서울대입구2차,84.31,13,관악구,봉천동,4,20240502,11.4,기타
송파더센트레(위례22단지),51.77,13,송파구,장지동,11,20240502,8.97,기타
하버라인3단지,59.86,9,구로구,항동,5,20240502,6.5,기타
하버라인3단지,59.86,9,구로구,항동,5,20240502,6.5,기타
한양수자인에듀힐즈,84.878,12,구로구,항동,5,20240502,8.3,기타
래미안블레스티지,84.94,15,강남구,개포동,5,20240502,27.9,래미안
문정래미안,84.96,4,송파구,문정동,20,20240502,13.7,래미안
문정래미안,84.96,15,송파구,문정동,20,20240502,14.4,래미안
신동아,33.18,6,강남구,수서동,32,20240502,8.95,기타
관악푸르지오,59.58,15,관악구,봉천동,20,20240502,7.5,푸르지오
삼성래미안,56.036,22,구로구,구로동,20,20240502,6.55,래미안
타워팰리스1,174.67,50,강남구,도곡동,22,20240502,56,기타
매봉삼성,84.95,9,강남구,도곡동,25,20240502,16,기타
이수역리가,84.96,7,동작구,사당동,11,20240502,12.5,기타
사당우성2,59.89,11,동작구,사당동,31,20240502,6.7,기타
타워팰리스2,164.99,45,강남구,도곡동,21,20240502,41,기타
송파시그니처롯데캐슬,59.98,3,송파구,거여동,3,20240502,11.35,롯데캐슬
e편한세상송파파크센트럴,84.98,3,송파구,거여동,3,20240502,13.2,기타
관악드림(동아),102,20,관악구,봉천동,21,20240502,9.5,기타
거여1단지,39.6,10,송파구,거여동,27,20240502,5.9,기타
프라자,84.67,2,송파구,가락동,39,20240502,11.25,기타
현대,114.99,12,구로구,개봉동,23,20240502,8.5,기타
상우,59.4,17,구로구,개봉동,27,20240502,5,기타
성원대치2단지일반분양(11개동),39.53,3,강남구,개포동,32,20240502,11.1,기타
가락(1차)쌍용아파트,84.69,7,송파구,가락동,27,20240502,13.35,기타
신안타워,59.43,6,구로구,구로동,26,20240502,4.6,기타
현대,61.77,4,구로구,구로동,36,20240502,5.2,기타
서초교대e편한세상,59.93,14,서초구,서초동,14,20240502,20.9,기타
진흥아파트,101.32,8,서초구,서초동,45,20240502,22,기타
헬리오시티,39.17,11,송파구,가락동,6,20240502,12,기타
헬리오시티,84.96,15,송파구,가락동,6,20240502,20.5,기타
서초푸르지오써밋,84.93,5,서초구,서초동,7,20240502,25.7,푸르지오
래미안퍼스티지,84.93,5,서초구,반포동,15,20240502,34.3,래미안
우성꿈동산,83.98,9,구로구,고척동,28,20240502,5.25,기타
대우아이빌멤버스(891-26),35.796,7,강남구,대치동,21,20240502,3.5,기타
롯데캐슬,105.18,9,강남구,대치동,22,20240502,20,롯데캐슬
삼성래미안,84.91,16,영등포구,신길동,23,20240502,8.8,래미안
삼익(2단지),84.96,8,구로구,고척동,23,20240502,6,기타
우성,124.77,16,동작구,노량진동,27,20240502,11.3,기타
트리지움,84.97,3,송파구,잠실동,17,20240502,21,기타
트리지움,114.7,23,송파구,잠실동,17,20240502,26,기타
목동신시가지11,66.24,7,양천구,신정동,36,20240502,13.1,기타
신트리1,49.95,11,양천구,신정동,25,20240502,6.2,기타
신화,57.33,7,서초구,잠원동,27,20240502,13.3,기타
목동센트럴아이파크위브3단지,52.85,15,양천구,신월동,4,20240502,7.2,기타
신월시영,43.2,8,양천구,신월동,36,20240502,4.6,기타
장미2,120,8,송파구,신천동,45,20240502,24.8,기타
파크리오,59.86,3,송파구,신천동,16,20240502,17.29,기타
파크리오,84.79,2,송파구,신천동,16,20240502,20.68,기타
파크리오,84.79,14,송파구,신천동,16,20240502,21.8,기타
파크리오,84.9,34,송파구,신천동,16,20240502,20.7,기타
동부센트레빌,100.8,16,용산구,이촌동,23,20240502,23.8,기타
한가람,59.88,16,용산구,이촌동,26,20240502,16.45,기타
우당,113.14,10,양천구,신월동,27,20240502,7.48,기타
당산계룡리슈빌2단지,40.154,2,영등포구,당산동3가,10,20240502,6.27,기타
