아파트명,면적,층수,구,동,년수,거래_날짜,가격,브랜드
시티하우스,19.89,3,용산구,한강로3가,13,20241030,2.44,기타
신현대9차,111.38,2,강남구,압구정동,42,20241030,49,기타
목동신시가지7,66.6,14,양천구,목동,38,20241030,19.7,기타
삼환,84.87,2,영등포구,영등포동8가,25,20241030,10.5,기타
강변래미안,79.43,18,영등포구,당산동,22,20241030,12.4,래미안
성내동삼성아파트,84.99,7,강동구,성내동,25,20241030,12,기타
한남더힐,59.686,4,용산구,한남동,13,20241030,32.5,기타
성동강변파크빌101(강변타워),84.97,1,광진구,구의동,23,20241030,10.8,기타
용산롯데캐슬센터포레,59.867,12,용산구,효창동,5,20241030,16,롯데캐슬
양평한신,84.87,8,영등포구,양평동5가,28,20241030,11.1,기타
목동청구한신아파트,84.77,3,양천구,목동,27,20241030,15.7,기타
청구,59.95,19,광진구,광장동,28,20241030,10.4,기타
극동,148.23,8,성동구,옥수동,38,20241030,16.6,기타
화곡푸르지오,125.021,1,강서구,화곡동,22,20241030,10.8,푸르지오
옥수파크힐스101동~116동,84.51,14,성동구,옥수동,8,20241030,20.7,기타
옥수파크힐스101동~116동,84.51,14,성동구,옥수동,8,20241030,20.7,기타
염리삼성래미안,59.85,15,마포구,염리동,23,20241030,11,래미안
금호삼성래미안,84.45,2,성동구,금호동1가,23,20241030,12,래미안
우성,84.93,12,강동구,천호동,39,20241030,5.85,기타
현대(고덕),131.83,4,강동구,명일동,38,20241030,16.5,기타
메세나폴리스,148.981,28,마포구,서교동,12,20241030,28,기타
래미안하이리버,59.99,10,성동구,금호동2가,12,20241030,13.9,래미안
무학,84.64,3,강서구,염창동,25,20241030,8.7,기타
무학,84.64,15,강서구,염창동,25,20241030,9.3,기타
고덕숲아이파크,84.85,4,강동구,상일동,6,20241030,13.3,기타
래미안솔베뉴,78.84,16,강동구,명일동,5,20241030,15.95,래미안
고덕그라시움,84.046,15,강동구,고덕동,5,20241030,19.6,기타
래미안힐스테이트고덕,59.23,24,강동구,고덕동,8,20241030,14,힐스테이트
신당푸르지오,59.85,15,중구,신당동,19,20241030,10.45,푸르지오
삼성쉐르빌,84.99,7,성동구,도선동,18,20241030,9.75,기타
세림,72.84,12,성동구,마장동,38,20241030,9,기타
중곡1단지,48.46,1,광진구,중곡동,48,20241030,3.95,기타
천연뜨란채,57.78,6,서대문구,천연동,18,20241030,8.35,기타
장안현대홈타운(336),58.42,6,동대문구,장안동,21,20241030,8.25,기타
마곡엠밸리9단지,59.86,13,강서구,마곡동,3,20241030,12.3,기타
경희궁자이(2단지),84.835,8,종로구,홍파동,7,20241030,22.5,자이
한강타운,84.99,2,강서구,가양동,31,20241030,9.4,기타
래미안엘파인아파트,59.95,20,동대문구,답십리동,13,20241030,7.45,래미안
전농SK,114.3,19,동대문구,전농동,24,20241030,9.45,기타
전농SK,114.3,19,동대문구,전농동,24,20241030,9.45,기타
전농SK,114.3,20,동대문구,전농동,24,20241030,9.5,기타
상암월드컵파크6단지,104.32,2,마포구,상암동,19,20241030,13.6,기타
상암월드컵파크5단지,104.69,11,마포구,상암동,19,20241030,14,기타
청구1차,84.78,15,서대문구,홍제동,30,20241030,8.8,기타
e편한세상 수색 에코포레,114.18,14,은평구,수색동,21,20241030,10,기타
e편한세상 수색 에코포레,114.18,14,은평구,수색동,21,20241030,10,기타
풍림,59.4,8,중랑구,면목동,27,20241030,5.05,기타
백련산파크자이,59.905,12,은평구,응암동,3,20241030,8.09,자이
한진(609-1),132.96,2,성북구,돈암동,26,20241030,8.47,기타
트라움하임,60.78,6,성북구,동선동5가,20,20241030,3.9,기타
아스테르아파트,37.6,18,중랑구,망우동,0,20241030,4.785,기타
이수브라운스톤돈암,59.99,10,성북구,돈암동,20,20241030,7.5,기타
대림아파트(276),84.94,4,은평구,녹번동,31,20241030,6.9,기타
래미안크리시엘,114.98,11,성북구,종암동,20,20241030,9.95,래미안
길음뉴타운경남아너스빌,59.59,6,성북구,정릉동,25,20241030,6.17,기타
길음뉴타운데시앙,59.42,6,성북구,정릉동,25,20241030,5.6,기타
길음뉴타운5단지(래미안),59.75,2,성북구,길음동,18,20241030,8.35,래미안
래미안길음센터피스,59.9,15,성북구,길음동,5,20241030,10.9,래미안
래미안길음센터피스,59.9,28,성북구,길음동,5,20241030,10.9,래미안
길음뉴타운4단지(e편한세상),59.97,19,성북구,길음동,19,20241030,7.7,기타
길음뉴타운4단지(e편한세상),84.64,13,성북구,길음동,19,20241030,9.65,기타
북한산힐스테이트1차아파트,59.817,3,은평구,불광동,15,20241030,7.39,힐스테이트
라이프미성,84.65,2,은평구,불광동,36,20241030,7.5,기타
풍림아이원,84.303,18,노원구,월계동,19,20241030,8.8,기타
삼성래미안트리베라2단지,58.99,21,강북구,미아동,14,20241030,7.45,래미안
대우,43.11,2,성북구,정릉동,23,20241030,3.05,기타
북한산현대힐스테이트3차아파트,84.96,6,은평구,불광동,14,20241030,8.6,힐스테이트
정릉풍림아이원,84.09,4,성북구,정릉동,19,20241030,6.4,기타
래미안장위퍼스트하이,59.99,10,성북구,장위동,4,20241030,9.28,래미안
진명비베레,13.349,7,노원구,공릉동,12,20241030,0.77,기타
초안2,39.6,8,노원구,월계동,27,20241030,2.77,기타
헤리움,29.89,15,강북구,미아동,0,20241030,4.45,기타
상계1차중앙하이츠,59.82,17,노원구,상계동,27,20241030,5.48,기타
염광,59.34,17,노원구,중계동,28,20241030,5.8,기타
한양2,48.96,4,도봉구,쌍문동,36,20241030,3.65,기타
삼익세라믹,58.77,3,도봉구,쌍문동,36,20241030,3.9,기타
북한산아이파크5차,165.171,8,도봉구,창동,20,20241030,15,기타
신동아아파트1,43.35,9,도봉구,방학동,38,20241030,2.98,기타
신동아아파트1,62.22,15,도봉구,방학동,38,20241030,4.15,기타
신동아아파트1,70.62,9,도봉구,방학동,38,20241030,4.6,기타
성원상떼빌,84.98,7,강북구,우이동,34,20241030,4.5,기타
서원,40.02,13,도봉구,도봉동,28,20241030,3,기타
강남한양수자인(4단지),114.32,5,강남구,자곡동,10,20241031,18.1,기타
서초동롯데캐슬리버티,125.79,2,서초구,서초동,19,20241031,18.7,롯데캐슬
디에이치자이개포,84.73,21,강남구,일원동,3,20241031,31.9,자이
해태보라매타워,84.04,7,관악구,봉천동,28,20241031,7.3,기타
동부센트레빌,145.83,22,강남구,대치동,19,20241031,49,기타
한보미도맨션1,128.01,10,강남구,대치동,41,20241031,42,기타
대림서초리시온,49.92,5,서초구,서초동,21,20241031,4.9,기타
금강KCC,84.95,11,동작구,동작동,21,20241031,11.4,기타
보라매삼성,84.84,4,관악구,봉천동,28,20241031,8.5,기타
우성아파트,84.93,12,서초구,서초동,26,20241031,19.5,기타
한마을,59.57,20,구로구,개봉동,25,20241031,7.15,기타
순영웰라이빌2차,65.54,18,구로구,구로동,19,20241031,4.9,기타
힐스테이트 상도 프레스티지,120.936,2,동작구,상도동,11,20241031,16.7,힐스테이트
은마,84.43,14,강남구,대치동,45,20241031,29,기타
중앙하이츠빌,123.602,1,동작구,상도동,21,20241031,11,기타
테헤란아이파크,92.623,18,강남구,역삼동,10,20241031,28.2,기타
대림2,59.82,19,구로구,신도림동,23,20241031,8.43,기타
반포자이,132.179,18,서초구,반포동,15,20241031,52.5,자이
트리지움,149.45,25,송파구,잠실동,17,20241031,36.5,기타
신반포2,79.42,11,서초구,잠원동,46,20241031,35.15,기타
대방동현대,84.96,16,동작구,대방동,30,20241031,9.85,기타
삼성동센트럴아이파크,84.98,15,강남구,삼성동,6,20241031,32.6,기타
목동신시가지14,108.28,13,양천구,신정동,37,20241031,21.9,기타
목동신시가지10,53.82,15,양천구,신정동,37,20241031,12.65,기타
올림픽선수기자촌1단지,83.06,6,송파구,방이동,36,20241031,21.2,기타
올림픽선수기자촌2단지,83.06,11,송파구,방이동,36,20241031,21.5,기타
올림픽선수기자촌1단지,83.06,13,송파구,방이동,36,20241031,22,기타
문래공원한신,58.96,7,영등포구,문래동3가,36,20241031,8.5,기타
문래힐스테이트,119.47,9,영등포구,문래동3가,21,20241031,16,힐스테이트
파크리오,59.95,18,송파구,신천동,16,20241031,20.25,기타
장수마을2단지동원데쟈뷰,84.01,14,양천구,신월동,17,20241031,7.68,기타
장수마을2단지동원데쟈뷰,84.01,14,양천구,신월동,17,20241031,7.68,기타
경남아너스빌,59.9,5,영등포구,영등포동7가,26,20241031,8.9,기타
동부센트레빌,114.96,15,영등포구,당산동3가,21,20241031,13.6,기타
신성둔촌미소지움2,84.78,1,강동구,둔촌동,24,20241031,6.8,기타
당산효성1차,59.85,11,영등포구,당산동5가,25,20241031,10.95,기타
계명아파트나동,74.79,3,강서구,화곡동,23,20241031,3.98,기타
코아루1단지,84.83,3,양천구,신월동,15,20241031,5.9,기타
코아루1단지,84.83,3,양천구,신월동,15,20241031,5.9,기타
목동신시가지3,95.74,4,양천구,목동,38,20241031,22.15,기타
한라아파트,84.6,21,광진구,자양동,28,20241031,12.5,기타
금강KCC,84.89,5,광진구,자양동,22,20241031,13.15,기타
더샵스타시티,100.32,38,광진구,자양동,17,20241031,18.55,기타
성원아파트,83.15,3,강동구,천호동,26,20241031,7,기타
강동헤리티지자이,59.98,17,강동구,길동,0,20241031,13.6,자이
청구,84.86,20,광진구,광장동,28,20241031,13.4,기타
극동,142.26,8,성동구,옥수동,38,20241031,15.5,기타
마포자이,157.304,15,마포구,염리동,21,20241031,22.5,자이
천호1차우림루미아트,84.69,10,강동구,천호동,20,20241031,6.9,기타
래미안 옥수 리버젠,59.98,11,성동구,옥수동,12,20241031,17.55,래미안
해모로,83.85,23,마포구,창전동,17,20241031,15.1,기타
동성아파트,84.28,4,강동구,천호동,22,20241031,5.5,기타
아스하임(111-102),14.11,18,광진구,화양동,6,20241031,2.1,기타
현대(명일),57.09,6,강동구,명일동,36,20241031,7,기타
동아3,84.87,2,강서구,염창동,25,20241031,9,기타
신촌숲아이파크,59.376,7,마포구,신수동,5,20241031,16.1,기타
무학,59.38,14,강서구,염창동,25,20241031,7.15,기타
서울숲리버그린동아아파트,59.98,12,성동구,응봉동,21,20241031,10.9,기타
서울숲리버뷰자이,84.9,5,성동구,행당동,6,20241031,18.95,자이
강서월드메르디앙,112.693,3,강서구,내발산동,18,20241031,9,기타
고덕센트럴푸르지오,59.14,10,강동구,고덕동,4,20241031,10.7,푸르지오
고덕그라시움,97.784,32,강동구,고덕동,5,20241031,23.3,기타
가양도시개발9-2단지,34.44,12,강서구,가양동,31,20241031,5.07,기타
대우,96,1,강동구,고덕동,38,20241031,9.3,기타
중앙하이츠,71.85,8,성동구,사근동,35,20241031,7.3,기타
신안,59.98,6,강서구,마곡동,31,20241031,7.7,기타
신안,59.98,6,강서구,마곡동,31,20241031,7.7,기타
신안,59.98,6,강서구,마곡동,31,20241031,7.7,기타
신성미소지움,84.99,17,성동구,마장동,20,20241031,10.05,기타
마곡우림필유아파트,84.528,7,강서구,마곡동,21,20241031,9.95,기타
신동아,84.63,7,동대문구,용두동,30,20241031,5.05,기타
동대문더퍼스트데시앙,84.937,5,동대문구,장안동,5,20241031,10,기타
방화5,33.18,2,강서구,방화동,30,20241031,3.47,기타
상암월드컵파크4단지,84.89,16,마포구,상암동,18,20241031,11.9,기타
용마산모아엘가파크포레,57.37,2,중랑구,면목동,1,20241031,6.87,기타
아남1,84.9,3,종로구,명륜2가,29,20241031,11.45,기타
현대그린,84.96,9,서대문구,홍제동,28,20241031,6.4,기타
힐스테이트녹번역,84.99,1,은평구,응암동,2,20241031,11,힐스테이트
이문스카이뷰,25.99,9,동대문구,이문동,4,20241031,3.17,기타
정릉2차e-편한세상,59.37,5,성북구,정릉동,15,20241031,7.5,기타
월곡두산위브,84.992,8,성북구,하월곡동,21,20241031,8,기타
롯데캐슬클라시아,59.781,6,성북구,길음동,2,20241031,11.3,롯데캐슬
래미안월곡,84.589,11,성북구,하월곡동,18,20241031,9.18,래미안
두산,59.97,1,성북구,석관동,26,20241031,6.7,기타
신내,49.77,6,중랑구,묵동,28,20241031,4.62,기타
에스케이북한산시티,59.98,24,강북구,미아동,20,20241031,6.3,기타
대경아르체,42.48,14,은평구,갈현동,0,20241031,6.37,기타
대아2차아파트,59.88,14,노원구,공릉동,24,20241031,5.57,기타
우방아파트,84.881,8,노원구,공릉동,24,20241031,7.7,기타
시영3차(라이프)아파트,39.6,9,노원구,공릉동,30,20241031,3.55,기타
동신아파트,59.99,15,노원구,공릉동,25,20241031,5.3,기타
주공8,49.72,14,노원구,중계동,31,20241031,5.36,기타
롯데우성,115.26,4,노원구,중계동,31,20241031,12.9,기타
주공7,44.1,8,노원구,중계동,31,20241031,4.2,기타
한솔,62.13,5,도봉구,창동,22,20241031,3.365,기타
창동주공2단지,36.16,14,도봉구,창동,34,20241031,3.73,기타
쌍문동LG트윈빌2,240.97,10,도봉구,쌍문동,25,20241031,7.55,기타
성원2,56.97,3,노원구,중계동,29,20241031,4.1,기타
상계주공9(고층),49.94,9,노원구,상계동,36,20241031,5.17,기타
상계주공12(고층),41.3,12,노원구,상계동,36,20241031,4,기타
서원,40.02,1,도봉구,도봉동,28,20241031,2.6,기타
두산,41.85,15,노원구,상계동,30,20241031,3.42,기타
한신,84.94,1,도봉구,도봉동,29,20241031,5.47,기타
우림루미아트,84.51,8,관악구,남현동,20,20241101,8.4,기타
서울대입구삼성,59.78,12,관악구,봉천동,25,20241101,7.04,기타
프라비다2,19.61,7,관악구,봉천동,11,20241101,1.7,기타
래미안블레스티지,99.919,3,강남구,개포동,5,20241101,34.5,래미안
태림,102.8,1,서초구,방배동,20,20241101,11,기타
제일,60.03,5,동작구,사당동,37,20241101,8,기타
관악월드메르디앙,79.27,4,관악구,봉천동,19,20241101,6.9,기타
푸른마을아파트101동~111동,59.76,13,강남구,일원동,30,20241101,16.4,기타
문정대우푸르지오1차,84.86,19,송파구,문정동,25,20241101,11.67,푸르지오
우성8,79.61,2,강남구,개포동,37,20241101,21.9,기타
삼성래미안,114.502,8,동작구,사당동,21,20241101,12.55,래미안
거여4단지,59.73,2,송파구,거여동,27,20241101,8.5,기타
거여1단지,49.8,8,송파구,거여동,27,20241101,7.65,기타
럭키,59.98,13,구로구,구로동,32,20241101,5.575,기타
동부(101동~103동),59.98,6,구로구,오류동,26,20241101,4.72,기타
은마,76.79,10,강남구,대치동,45,20241101,25.85,기타
은마,76.79,13,강남구,대치동,45,20241101,27,기타
e-편한세상,59.606,8,강남구,역삼동,19,20241101,23,기타
송파파크데일1단지,84.99,9,송파구,마천동,13,20241101,9.65,기타
우창,76.42,3,송파구,오금동,39,20241101,11.1,기타
반포리체,59.994,21,서초구,반포동,14,20241101,28.5,기타
우성1,49.64,14,영등포구,신길동,38,20241101,7.05,기타
미성,83.67,8,구로구,신도림동,37,20241101,7.97,기타
미성,83.67,9,구로구,신도림동,37,20241101,8.5,기타
삼환,84.84,17,영등포구,신길동,27,20241101,9.9,기타
트리지움,84.95,8,송파구,잠실동,17,20241101,24.85,기타
마일스디오빌,36.29,13,강남구,논현동,20,20241101,4.1,기타
신반포16,83.51,2,서초구,잠원동,41,20241101,28.2,기타
올림픽선수기자촌2단지,126.18,1,송파구,방이동,36,20241101,27,기타
현대2차,59.85,1,영등포구,문래동6가,37,20241101,6.47,기타
파크리오,84.79,9,송파구,신천동,16,20241101,24,기타
청담4차이-편한세상,84.57,7,강남구,청담동,13,20241101,21.8,기타
시범,60.96,13,영등포구,여의도동,53,20241101,17.75,기타
삼익,84.88,3,양천구,목동,27,20241101,13.3,기타
삼부,92.13,7,영등포구,여의도동,49,20241101,25,기타
양천벽산블루밍2단지,84.77,9,양천구,신월동,18,20241101,7.1,기타
청담건영,84.595,9,강남구,청담동,30,20241101,27.2,기타
목동신시가지7,101.2,6,양천구,목동,38,20241101,25.2,기타
둔촌역청구,59.96,9,강동구,성내동,25,20241101,8.33,기타
거성파스텔,59.96,14,영등포구,양평동3가,25,20241101,8.9,기타
자양호반써밋,59.09,23,광진구,자양동,3,20241101,13.1,기타
당산삼성래미안4차,115.78,4,영등포구,당산동5가,21,20241101,18.5,래미안
목동신시가지5,143.36,3,양천구,목동,38,20241101,33,기타
목동신시가지3,153.58,2,양천구,목동,38,20241101,31.5,기타
천호태영아파트,114.83,9,강동구,천호동,25,20241101,10.7,기타
구의현대2단지,84.91,5,광진구,구의동,28,20241101,14.8,기타
구의현대2단지,84.91,15,광진구,구의동,28,20241101,16.1,기타
한남하이츠,101.12,7,성동구,옥수동,42,20241101,22.4,기타
밤섬예가클래식,82.36,12,마포구,현석동,35,20241101,15.8,기타
광장현대9단지,59.97,3,광진구,광장동,25,20241101,11.25,기타
극동1,126.94,2,광진구,광장동,39,20241101,15.51,기타
극동,57.78,13,성동구,옥수동,38,20241101,10.7,기타
서강오벨리스크스위트,84.96,7,마포구,창전동,17,20241101,12.5,기타
래미안밤섬리베뉴Ⅰ,59.99,6,마포구,상수동,10,20241101,13.8,래미안
현대(명일),57.09,11,강동구,명일동,36,20241101,7,기타
동아3,59.7,12,강서구,염창동,25,20241101,8.05,기타
워커힐,226.45,6,광진구,광장동,46,20241101,29.5,기타
등촌파밀리에더클래식101동,49.77,2,강서구,등촌동,4,20241101,6.2,기타
현대홈타운,84.98,9,강동구,암사동,20,20241101,12.67,기타
마곡엠벨리(14단지),84.88,15,강서구,마곡동,10,20241101,14.35,기타
예스에이피엠,38.72,12,서대문구,대현동,17,20241101,3.5,기타
행당브라운스톤,59.27,2,성동구,행당동,19,20241101,9.98,기타
두산,59.96,3,서대문구,북아현동,25,20241101,8.4,기타
남산센트럴자이,114.84,17,중구,충무로4가,15,20241101,15,자이
DUO302,15.97,12,중구,황학동,10,20241101,1.63,기타
한보구암마을,84.39,3,강서구,가양동,25,20241101,7.85,기타
신성미소지움,84.99,1,성동구,마장동,20,20241101,9.3,기타
성산월드타운대림,136.465,16,마포구,성산동,20,20241101,13.25,기타
도시그린빌라,58.79,1,종로구,숭인동,27,20241101,3.78,기타
주함해븐아파트,67.84,6,동대문구,신설동,16,20241101,7.15,기타
무악재한화,84.28,4,서대문구,홍제동,23,20241101,9,기타
안암골벽산,84.98,15,동대문구,제기동,21,20241101,8.3,기타
미주,101.62,3,동대문구,청량리동,46,20241101,6.55,기타
아남2,59.4,4,종로구,명륜2가,28,20241101,8.4,기타
대주피오레,84.92,6,은평구,응암동,21,20241101,6.7,기타
베라체캠퍼스,24.011,6,동대문구,회기동,11,20241101,2.25,기타
풍림2,58.5,5,서대문구,홍은동,34,20241101,5.9,기타
e편한세상백련산,84.31,1,은평구,응암동,2,20241101,8.2,기타
이수브라운스톤돈암,59.99,2,성북구,돈암동,20,20241101,7.17,기타
정릉2차e-편한세상,114.96,6,성북구,정릉동,15,20241101,9.3,기타
동부아파트,84.99,3,중랑구,상봉동,25,20241101,7.18,기타
길음뉴타운데시앙,59.42,2,성북구,정릉동,25,20241101,5,기타
동아에코빌,59.95,6,성북구,상월곡동,21,20241101,6.1,기타
길음동동부센트레빌(1278-0),59.998,18,성북구,길음동,21,20241101,7.75,기타
삼성래미안트리베라2단지,59.38,7,강북구,미아동,14,20241101,7.45,래미안
벽산라이브파크,59.67,5,강북구,미아동,20,20241101,5.4,기타
성북맨션,65.35,4,노원구,월계동,48,20241101,5.35,기타
유호루하스,16.768,4,은평구,갈현동,6,20241101,1.15,기타
우물골2단지두산위브(223~244동)BL2-7,101.95,5,은평구,진관동,14,20241101,10.4,기타
주공17단지,36.16,7,도봉구,창동,35,20241101,3.14,기타
상계주공1(고층),41.3,7,노원구,상계동,36,20241101,4.1,기타
창동주공3단지(해등마을),49.94,10,도봉구,창동,34,20241101,5.4,기타
스마트트라움,16.42,9,도봉구,창동,3,20241101,1.7,기타
현대(3차),84.35,4,노원구,중계동,32,20241101,7.49,기타
상계주공6(고층),58.01,10,노원구,상계동,36,20241101,6.95,기타
한일유앤아이,84.991,11,노원구,상계동,19,20241101,9,기타
포레나노원,59.986,13,노원구,상계동,4,20241101,8.5,기타
상계주공12(고층),61.52,15,노원구,상계동,36,20241101,5.85,기타
서초포레스타6단지,59.93,4,서초구,신원동,9,20241102,14,기타
서초더샵포레,84.3,1,서초구,내곡동,10,20241102,13.6,기타
삼익,59.9,7,금천구,시흥동,25,20241102,4.81,기타
금호2,59.96,8,관악구,신림동,26,20241102,5.8,기타
방배우성,84.99,6,서초구,방배동,33,20241102,16,기타
강남자곡아이파크,59.96,9,강남구,자곡동,10,20241102,13.7,기타
e편한세상서울대입구2단지,84.97,12,관악구,봉천동,5,20241102,11.55,기타
e편한세상서울대입구1단지,84.98,8,관악구,봉천동,5,20241102,12.65,기타
사당휴먼시아,84.73,10,동작구,사당동,15,20241102,10.12,기타
위례2차아이파크,115.648,17,송파구,장지동,8,20241102,19.7,기타
강남데시앙포레,114.93,14,강남구,수서동,10,20241102,28,기타
푸른마을아파트101동~111동,59.76,11,강남구,일원동,30,20241102,16,기타
푸른마을아파트101동~111동,59.76,13,강남구,일원동,30,20241102,16.35,기타
디에이치아너힐즈,84.357,10,강남구,개포동,5,20241102,32.5,기타
봉천우성,59.76,17,관악구,봉천동,24,20241102,7.33,기타
봉천우성,114.78,8,관악구,봉천동,24,20241102,9.45,기타
동익,84.46,12,강남구,수서동,31,20241102,16.3,기타
동익,84.46,12,강남구,수서동,31,20241102,16.3,기타
서초이오빌,36.66,9,서초구,서초동,21,20241102,2.93,기타
한신(개포),59.48,5,강남구,도곡동,39,20241102,24.9,기타
서초센트럴IPARK,80.598,22,서초구,서초동,4,20241102,16.6,기타
경남아너스빌2차,84.96,2,동작구,사당동,26,20241102,8.05,기타
삼성래미안,78.665,13,구로구,구로동,20,20241102,8.74,래미안
사당자이,84.49,14,동작구,사당동,25,20241102,9.45,자이
거여5단지,59.74,5,송파구,거여동,27,20241102,7.5,기타
거여5단지,59.74,2,송파구,거여동,27,20241102,7.55,기타
삼성래미안,114.502,19,동작구,사당동,21,20241102,12.7,래미안
구로두산,44.64,11,구로구,구로동,26,20241102,4.58,기타
사당우성2,46.75,2,동작구,사당동,31,20241102,8.3,기타
신동아4,59.89,11,동작구,사당동,31,20241102,9.7,기타
사당우성3,84.66,3,동작구,사당동,31,20241102,10.75,기타
관악드림(삼성),59.85,8,관악구,봉천동,21,20241102,7.63,기타
관악드림(삼성),59.85,18,관악구,봉천동,21,20241102,7.63,기타
관악드림(동아),60,1,관악구,봉천동,21,20241102,7.1,기타
문정시영,46.26,5,송파구,문정동,35,20241102,6.7,기타
거여1단지,49.8,7,송파구,거여동,27,20241102,7.475,기타
래미안서초에스티지,83.6,18,서초구,서초동,8,20241102,28.5,래미안
한보미도맨션1,128.01,4,강남구,대치동,41,20241102,41.5,기타
래미안대치팰리스,151.27,6,강남구,대치동,9,20241102,52.4,래미안
롯데낙천대,55.456,17,동작구,신대방동,21,20241102,8.45,기타
이수힐스테이트,133.385,11,동작구,동작동,11,20241102,22,힐스테이트
한마을,59.57,17,구로구,개봉동,25,20241102,7.45,기타
한마을,84.57,24,구로구,개봉동,25,20241102,8.5,기타
상아2차아파트,84.98,4,송파구,오금동,36,20241102,11.2,기타
상아2차아파트,84.98,11,송파구,오금동,36,20241102,11.5,기타
상아2차아파트,84.98,11,송파구,오금동,36,20241102,11.5,기타
래미안파크팰리스,59.968,8,송파구,가락동,17,20241102,14.8,래미안
삼풍아파트,130.73,1,서초구,서초동,36,20241102,34.6,기타
삼풍아파트,165.92,2,서초구,서초동,36,20241102,40,기타
상도역롯데캐슬파크엘,59.981,17,동작구,상도동,3,20241102,13.6,롯데캐슬
"대치우성아파트1동,2동,3동,5동,6동,7동",115.59,11,강남구,대치동,40,20241102,33,기타
개봉푸르지오,59.86,17,구로구,개봉동,10,20241102,7.4,푸르지오
우리유앤미,83.585,4,동작구,흑석동,21,20241102,9.8,기타
대우디오빌,59.505,24,강남구,역삼동,22,20241102,8.4,기타
가락쌍용(2차),59.88,11,송파구,가락동,25,20241102,10.9,기타
래미안송파파인탑,53.59,7,송파구,송파동,12,20241102,14.95,래미안
현대2,84.74,2,영등포구,대림동,32,20241102,7.4,기타
상도두산위브,84.99,8,동작구,상도동,14,20241102,13.3,기타
벽산베스트블루밍,84.742,11,구로구,고척동,14,20241102,8.1,기타
대림1,59.88,9,구로구,신도림동,25,20241102,8.4,기타
우성아파트,131.08,2,송파구,잠실동,43,20241102,27,기타
건영,32.8,15,동작구,상도동,27,20241102,5.85,기타
신동아리버파크,114.75,20,동작구,노량진동,23,20241102,12.4,기타
목동우성2,84.96,16,양천구,신정동,24,20241102,9.9,기타
한일유앤아이,59.647,12,구로구,고척동,19,20241102,6.15,기타
삼환,84.84,6,영등포구,신길동,27,20241102,9.45,기타
코오롱아파트,84.95,2,송파구,방이동,33,20241102,13.4,기타
신동아,46.75,3,동작구,본동,31,20241102,7.04,기타
트리지움,84.83,10,송파구,잠실동,17,20241102,25.3,기타
트리지움,114.7,8,송파구,잠실동,17,20241102,30,기타
올림픽파크센트레빌,84.375,5,송파구,오금동,15,20241102,13.3,기타
영등포아트자이,59.999,10,영등포구,도림동,10,20241102,10.45,자이
목동신시가지11,66.24,3,양천구,신정동,36,20241102,14.55,기타
주공아파트 5단지,76.5,5,송파구,잠실동,46,20241102,28.27,기타
주공아파트 5단지,76.5,15,송파구,잠실동,46,20241102,28.37,기타
주공아파트 5단지,82.51,8,송파구,잠실동,46,20241102,32.95,기타
올림픽선수기자촌1단지,83.06,5,송파구,방이동,36,20241102,22.5,기타
올림픽선수기자촌3단지,136.98,1,송파구,방이동,36,20241102,30.2,기타
장미1,71.2,8,송파구,신천동,45,20241102,20.9,기타
장미2,99,3,송파구,신천동,45,20241102,25.9,기타
청담대림이-편한세상,81.84,10,강남구,청담동,22,20241102,19.9,기타
파크리오,84.9,34,송파구,신천동,16,20241102,23.5,기타
영등포중흥에스클래스,84.95,13,영등포구,양평동1가,3,20241102,12.4,기타
청담자이,49.619,14,강남구,청담동,13,20241102,21.8,자이
경남아너스빌,59.9,2,영등포구,영등포동7가,26,20241102,8.45,기타
삼백훼미리,66.51,1,양천구,신정동,22,20241102,3.25,기타
휴브리지빌딩,17.97,6,영등포구,당산동,12,20241102,1.35,기타
브라이튼여의도,101.95,23,영등포구,여의도동,1,20241102,39.55,기타
성내동삼성아파트,59.88,18,강동구,성내동,25,20241102,9.27,기타
현대8차(성수현대:91~95동),163.67,8,강남구,압구정동,44,20241102,63,기타
양평현대6차,84.94,13,영등포구,양평동3가,24,20241102,10.95,기타
우성1,51.57,4,광진구,자양동,36,20241102,8.95,기타
중앙화곡하이츠,56.88,3,강서구,화곡동,36,20241102,4.1,기타
한강타운,59.69,4,용산구,산천동,23,20241102,8.55,기타
자양동명진센트라임,30.49,11,광진구,자양동,7,20241102,3.75,기타
현대홈타운,113.25,11,마포구,도화동,24,20241102,13.7,기타
도화동현대,68.22,2,마포구,도화동,28,20241102,10,기타
목동신시가지1,88.5,11,양천구,목동,39,20241102,22.1,기타
대림2차,84.7,18,마포구,용강동,20,20241102,16.4,기타
우성,84.44,4,양천구,목동,32,20241102,14.4,기타
목동청구한신아파트,84.76,13,양천구,목동,27,20241102,16.3,기타
동양,59.86,11,영등포구,양평동6가,24,20241102,7.4,기타
래미안웰스트림,84.96,29,마포구,현석동,8,20241102,20.4,래미안
대흥동태영아파트,114.93,18,마포구,대흥동,25,20241102,17.3,기타
펠리스아트빌,99.6,2,마포구,합정동,21,20241102,10,기타
신공덕래미안3차,59.96,21,마포구,신공덕동,21,20241102,12,래미안
해모로,83.85,2,마포구,창전동,17,20241102,13.45,기타
강서힐스테이트,59.99,13,강서구,화곡동,9,20241102,10.8,힐스테이트
공덕현대,51.62,7,마포구,공덕동,35,20241102,9.23,기타
옥수파크힐스101동~116동,59.88,9,성동구,옥수동,8,20241102,16.9,기타
