면적,층수,구,동,년수,가격,브랜드,등급
84.93,7,용산구,보광동,32,23.4,기타,C
114.63,3,광진구,자양동,26,10.5,기타,A
59.76,5,양천구,신월동,25,3.7,기타,A
80.92,3,영등포구,양평동3가,34,9.3,기타,B
119.46,7,양천구,목동,21,15.3,기타,A
84.97,36,강동구,천호동,7,13.5,래미안,B
84.9,2,양천구,목동,30,6.3,기타,A
104.29,12,마포구,신공덕동,13,15.8,기타,C
71.05,7,성동구,옥수동,34,12.3,기타,C
59.55,16,광진구,광장동,24,11.95,기타,B
19.36,9,강서구,염창동,1,3.25,기타,A
19.36,10,강서구,염창동,1,3.27,기타,A
119.99,29,마포구,합정동,9,23,기타,C
59.99,1,성동구,금호동3가,12,10.4,자이,A
52.22,8,강서구,내발산동,1,6.5,기타,B
84.97,12,마포구,망원동,21,11,기타,C
84.98,12,성동구,금호동2가,8,15.65,자이,B
84.97,7,강동구,상일동,4,15.4,기타,C
84.11,3,강서구,염창동,34,7.96,기타,B
114.73,21,마포구,아현동,10,21.2,래미안,C
84.98,6,강서구,내발산동,19,9.5,힐스테이트,A
84.87,5,성동구,행당동,24,10.8,기타,A
71.42,9,마포구,망원동,20,6.7,기타,A
84.33,7,성동구,하왕십리동,23,8.9,기타,A
84.9,14,강동구,고덕동,8,13.6,힐스테이트,A
84.42,3,성동구,하왕십리동,20,9.3,기타,A
84.98,2,동대문구,장안동,18,5.9,기타,A
22.1,4,중구,정동,4,3.8,기타,B
84.83,2,동대문구,답십리동,24,7.65,기타,B
15.09,15,종로구,숭인동,10,1.35,기타,A
84.8,1,중랑구,면목동,9,7.93,기타,B
84.97,19,서대문구,남가좌동,9,11.1,자이,A
59.98,19,동대문구,답십리동,5,10.21,래미안,A
49.77,1,강서구,방화동,31,4.11,기타,B
62.12,6,서대문구,북가좌동,22,2.64,기타,A
29.03,5,중랑구,상봉동,5,2.95,기타,C
14.86,3,중랑구,상봉동,10,0.94,기타,B
58.64,8,서대문구,홍은동,27,5.95,기타,C
59.96,5,은평구,응암동,3,8.7,기타,C
84.59,7,성북구,돈암동,25,7.215,기타,B
84.59,7,성북구,돈암동,25,7.215,기타,B
59.99,7,성북구,종암동,20,7,래미안,B
84.92,6,성북구,정릉동,20,7.5,힐스테이트,A
74.23,2,중랑구,중화동,33,4.5,기타,A
59.99,12,성북구,길음동,21,7.38,래미안,A
84.92,1,성북구,석관동,13,7.5,기타,B
84.55,9,강북구,미아동,22,6.2,기타,A
59.88,3,성북구,정릉동,19,4.69,기타,B
60,6,강북구,미아동,20,5.1,기타,B
71.77,6,강북구,수유동,16,3.4,기타,B
49.5,8,노원구,중계동,34,4.75,기타,B
70.13,15,도봉구,쌍문동,34,4.4,기타,B
84.82,12,도봉구,방학동,32,5.1,기타,B
84.86,11,도봉구,방학동,32,4.95,기타,B
59.99,8,노원구,중계동,22,5.4,기타,B
49.94,7,노원구,상계동,36,5,기타,C
49.77,15,노원구,상계동,26,3.85,기타,A
49.77,8,노원구,상계동,26,4.2,기타,B
84.97,12,관악구,신림동,16,6.5,기타,A
101.95,3,서초구,내곡동,10,15,기타,B
59.96,2,강남구,자곡동,10,11.35,기타,B
59.96,2,강남구,자곡동,10,11.35,기타,C
59.96,8,강남구,자곡동,10,12,기타,B
59.75,26,강남구,개포동,5,21.25,기타,B
84.66,17,구로구,항동,4,7.05,기타,A
81.65,4,동작구,사당동,18,7,기타,A
105.46,3,송파구,거여동,3,13.8,기타,B
49.5,14,강남구,수서동,31,11.95,기타,C
117.59,11,송파구,문정동,36,18.7,기타,C
51.84,25,구로구,구로동,26,5.1,기타,B
51.84,3,구로구,구로동,26,5.3,기타,C
59.47,11,동작구,신대방동,29,6.45,기타,A
77.22,8,구로구,오류동,21,3.4,기타,A
39.12,5,송파구,가락동,6,11.3,기타,B
84.96,3,송파구,가락동,6,19,기타,C
84.42,21,송파구,가락동,25,10.9,기타,A
59.98,14,영등포구,신길동,4,10.62,기타,B
59.95,7,구로구,고척동,15,6.8,기타,C
36.35,13,강남구,삼성동,20,3.75,기타,A
66.23,4,동작구,흑석동,36,12.45,기타,B
64.26,7,강남구,삼성동,20,9.3,기타,B
51.11,4,송파구,방이동,21,4.15,기타,A
27.68,22,송파구,잠실동,16,10.3,기타,A
59.96,12,송파구,잠실동,16,18.7,기타,A
59.37,15,송파구,방이동,28,8.18,기타,A
84.98,21,양천구,신월동,4,10.5,기타,B
73.94,4,양천구,신월동,20,2.9,기타,A
84.9,8,송파구,신천동,16,19.6,기타,A
58.15,10,양천구,신월동,21,4.8,기타,B
79.75,5,광진구,자양동,36,10.5,기타,A
84.87,2,강동구,길동,28,7.3,기타,B
59.98,21,강동구,천호동,7,11.4,래미안,C
84.98,17,송파구,풍납동,29,11.75,기타,C
84.81,2,성동구,성수동1가,7,28.3,기타,C
84.99,8,마포구,도화동,27,13.7,기타,C
84.97,3,광진구,광장동,34,13,기타,C
67.79,2,강서구,화곡동,17,3.9,기타,A
84.15,22,강동구,상일동,5,12.7,롯데캐슬,A
122.87,15,마포구,서교동,12,19.6,기타,C
14.89,6,마포구,서교동,6,2.5,기타,A
59.98,2,성동구,금호동1가,5,12.8,기타,C
59.98,19,성동구,금호동2가,8,13.04,자이,B
114.59,14,마포구,아현동,10,21,래미안,B
84.74,15,강서구,등촌동,2,12.55,기타,C
84.87,14,성동구,행당동,24,11.15,기타,A
84.39,16,중구,신당동,19,11.5,기타,B
145.1,4,중구,신당동,19,13.1,기타,A
109.09,4,서대문구,북아현동,9,15.5,기타,B
84.96,2,중구,신당동,13,13.5,기타,C
194.26,24,중구,흥인동,10,21,기타,C
55.85,3,서대문구,천연동,18,6.8,기타,B
84.6,5,광진구,중곡동,25,7.3,기타,B
67.06,5,강서구,방화동,17,6,기타,B
84.98,7,서대문구,남가좌동,9,11.96,자이,B
84.97,9,서대문구,남가좌동,9,11.9,자이,B
84.74,9,서대문구,연희동,31,7.4,기타,B
59.93,12,서대문구,남가좌동,24,7.2,래미안,A
89.2,4,동대문구,장안동,22,5.6,기타,A
117.09,10,서대문구,홍제동,4,13.2,기타,B
59.97,4,동대문구,청량리동,27,6.7,기타,C
84.37,5,은평구,응암동,13,7.85,힐스테이트,A
15.28,2,동대문구,제기동,10,1.585,기타,C
132.96,3,성북구,돈암동,26,8,기타,A
84.88,20,성북구,하월곡동,17,9.2,래미안,A
84.92,12,성북구,돈암동,26,6.6,기타,A
59.99,11,은평구,녹번동,9,7.8,기타,B
59.95,19,성북구,상월곡동,21,5.94,기타,B
59.97,9,성북구,길음동,5,10,래미안,B
59.99,11,성북구,길음동,19,6.64,기타,B
84.37,11,은평구,불광동,15,8.1,힐스테이트,A
59.97,21,성북구,석관동,26,6.2,기타,B
84.95,1,은평구,구산동,33,3.7,기타,A
70.81,3,노원구,월계동,41,5.1,기타,B
82.73,3,성북구,정릉동,18,2.47,기타,A
59.4,9,노원구,하계동,25,5.65,기타,B
49.5,10,노원구,중계동,34,5.35,기타,B
36.16,15,도봉구,창동,33,3.2,기타,B
75.02,1,노원구,중계동,33,5.8,기타,A
114.49,6,노원구,중계동,25,7.5,기타,C
58.01,2,도봉구,창동,34,5.7,기타,C
84.94,9,도봉구,도봉동,29,5.9,기타,B
96.99,8,송파구,장지동,8,16.75,기타,C
79.35,13,금천구,독산동,22,7.8,기타,B
15.53,12,관악구,봉천동,6,1.75,기타,A
19.61,5,관악구,봉천동,11,1.84,기타,A
14.25,7,관악구,봉천동,12,1.2,기타,A
59.48,7,강남구,도곡동,39,22.5,기타,C
72.57,4,구로구,오류동,24,3.1,기타,A
166.1,8,서초구,서초동,45,29.5,기타,C
84.96,6,강남구,대치동,39,26.9,기타,C
51.12,12,강남구,개포동,32,13,기타,A
59.94,5,동작구,동작동,11,11.8,힐스테이트,B
59.91,4,송파구,마천동,13,8,기타,C
59.4,13,강남구,역삼동,19,18.5,래미안,C
45.77,9,송파구,오금동,36,8.05,기타,B
84.74,13,영등포구,대림동,32,7.2,기타,B
59.98,6,영등포구,신길동,4,11.4,기타,B
59.33,6,영등포구,신길동,23,7,래미안,A
140.54,21,영등포구,대림동,27,10.35,기타,A
59.98,6,구로구,신도림동,25,8.7,기타,B
84.99,22,송파구,잠실동,16,23,기타,A
59.96,22,송파구,잠실동,16,19,기타,A
84.8,13,송파구,잠실동,16,23.4,기타,B
140.36,6,서초구,잠원동,22,26.6,기타,B
84.92,4,강남구,청담동,36,16.3,기타,A
76.23,12,강서구,화곡동,20,6.2,기타,A
169.53,24,광진구,자양동,18,28,기타,C
97.27,4,영등포구,당산동5가,21,16,래미안,B
59.25,14,마포구,용강동,20,9.98,기타,A
84.99,2,강동구,천호동,15,9.75,기타,B
15.63,4,광진구,화양동,10,1.45,기타,B
84.98,2,성동구,성수동2가,21,13.5,기타,A
59.94,16,중구,신당동,22,6.5,기타,A
84.89,8,강동구,암사동,15,12.2,기타,B
166.91,6,광진구,광장동,46,26.2,기타,C
59.99,4,성동구,금호동2가,12,11.2,래미안,A
74.82,21,강동구,상일동,3,12.25,자이,A
82.69,3,강서구,등촌동,21,5.9,기타,A
57.63,9,중구,신당동,25,9.04,기타,B
84.71,25,성동구,행당동,24,12.1,기타,A
59.96,17,서대문구,북아현동,25,7.7,기타,B
59.7,7,서대문구,대현동,25,7.6,기타,C
80.09,5,강서구,방화동,21,4,기타,C
73.96,21,동대문구,답십리동,14,9.9,기타,C
84.96,18,동대문구,전농동,10,12.2,래미안,B
84.33,15,서대문구,홍제동,23,6.7,래미안,C
84.99,16,은평구,수색동,1,13.7,기타,A
23.16,14,동대문구,회기동,7,2.2,기타,B
59.85,3,은평구,응암동,4,8.35,기타,C
114.99,20,성북구,종암동,15,10.09,래미안,A
59.37,13,성북구,길음동,17,8.6,래미안,B
84.83,13,성북구,석관동,13,8.1,기타,B
84.77,22,성북구,길음동,2,14.1,롯데캐슬,C
59.97,10,성북구,석관동,26,6.58,기타,C
59.96,8,강북구,미아동,21,5.82,기타,C
84.71,20,강북구,미아동,20,6.6,기타,A
59.99,5,성북구,장위동,4,8.3,래미안,A
59.99,5,성북구,장위동,4,8.3,래미안,B
22.67,4,은평구,불광동,3,2.95,기타,B
84.69,14,노원구,공릉동,21,5.5,기타,A
84.88,4,노원구,공릉동,24,6.6,기타,B
54.02,12,노원구,하계동,35,5.2,기타,B
36.16,9,도봉구,창동,35,3.38,기타,B
36.16,2,도봉구,창동,33,3.4,기타,B
66.56,13,도봉구,창동,34,6,기타,B
59.92,2,도봉구,쌍문동,28,3.8,기타,B
59.4,5,노원구,중계동,25,5.68,기타,B
59.96,1,도봉구,창동,27,5.8,기타,B
84.97,17,도봉구,창동,27,8.8,기타,A
54.59,14,노원구,상계동,36,4.6,기타,B
59.95,9,구로구,개봉동,24,5.19,기타,B
59.98,6,서초구,우면동,30,9.6,기타,B
51.77,18,송파구,장지동,11,8.4,기타,C
59.92,5,관악구,봉천동,24,8.35,기타,C
59.98,26,강남구,개포동,1,21.6,자이,A
19.63,14,관악구,봉천동,11,1.8,기타,A
80.53,26,서초구,서초동,4,15,기타,B
128.61,13,동작구,신대방동,18,11.275,기타,A
84.99,15,관악구,봉천동,19,8.67,기타,B
105.02,5,송파구,가락동,19,8.5,기타,A
73.08,3,구로구,구로동,38,4.732,기타,B
84.99,16,영등포구,대림동,4,11.5,기타,C
59.92,6,송파구,가락동,27,10.45,기타,A
59.92,17,송파구,가락동,27,10.55,기타,A
59.92,18,송파구,가락동,27,10.72,기타,A
84.69,14,송파구,가락동,27,13.3,기타,A
99.6,11,송파구,가락동,6,22,기타,C
83.56,12,강남구,대치동,41,24,기타,B
59.94,17,동작구,신대방동,3,10.75,자이,B
60,5,강남구,대치동,3,20.5,기타,A
30.03,17,강남구,역삼동,22,3.13,기타,A
84.58,2,영등포구,신길동,16,10,기타,B
59.96,20,구로구,구로동,25,7.1,기타,C
59.86,5,송파구,석촌동,24,11.1,기타,C
35.24,9,강남구,대치동,21,3.5,기타,A
84.91,1,구로구,고척동,15,6.55,기타,B
84.8,4,송파구,잠실동,16,22.9,기타,B
83.06,22,송파구,방이동,36,18.7,기타,C
100.31,12,송파구,방이동,36,19.55,기타,B
135.99,5,송파구,방이동,36,26.7,기타,C
58.96,13,영등포구,문래동3가,36,8.05,기타,B
66.9,4,양천구,신월동,22,4.3,기타,A
84.98,3,양천구,신정동,8,15.75,힐스테이트,C
100.8,1,용산구,이촌동,23,17.8,기타,A
150.65,1,영등포구,여의도동,48,25,기타,B
59.55,12,용산구,이촌동,27,14.2,기타,A
84.96,24,광진구,광장동,25,12.96,기타,A
49.45,4,성동구,옥수동,49,4.95,기타,A
84.87,2,마포구,공덕동,36,10.25,기타,A
110.88,5,마포구,합정동,8,18,기타,C
59.84,4,강서구,내발산동,16,7.88,기타,B
59.64,12,강동구,암사동,24,8.49,기타,C
84.83,1,강동구,암사동,23,6.28,기타,A
59.98,1,성동구,응봉동,21,9.1,기타,B
59.98,6,성동구,금호동1가,5,13.1,기타,C
84.97,23,중구,만리동2가,7,16.9,자이,B
84.94,16,강동구,상일동,4,15,기타,C
84.98,5,강서구,등촌동,26,7.4,기타,B
78.6,2,강서구,등촌동,17,4.98,기타,A
12.81,8,마포구,대흥동,10,1.85,기타,A
48.92,14,마포구,아현동,26,6.9,기타,A
59.03,8,강동구,고덕동,5,12.7,기타,B
59.85,7,서대문구,북아현동,6,12.28,기타,B
15.97,11,중구,황학동,10,1.65,기타,B
60,2,마포구,중동,24,6.9,기타,B
121.61,20,서대문구,남가좌동,9,16.5,자이,B
49.77,8,강서구,방화동,31,5.5,기타,B
84.98,6,서대문구,남가좌동,15,9.2,기타,A
64.65,14,강서구,방화동,31,6.1,기타,C
60.06,1,서대문구,홍제동,31,5.65,기타,C
59.58,20,성북구,돈암동,26,5.33,기타,B
59.99,13,성북구,종암동,20,6.5,래미안,A
59.73,1,성북구,종암동,20,6.7,기타,C
84.97,11,중랑구,신내동,28,5.95,기타,A
66.96,5,중랑구,신내동,29,5.8,기타,B
66.96,5,중랑구,신내동,29,5.8,기타,B
59.7,1,은평구,불광동,25,4.8,기타,B
84.65,11,은평구,불광동,36,7.55,기타,B
59.96,14,강북구,미아동,21,6,기타,B
84.76,10,강북구,미아동,20,6.18,기타,A
59.88,17,성북구,정릉동,19,4.78,기타,B
54.02,3,노원구,하계동,35,5.2,기타,B
18.65,3,강북구,미아동,10,1.36,기타,B
84.95,15,강북구,수유동,31,5.8,기타,B
84.9,5,노원구,중계동,29,10.1,기타,C
68.86,13,도봉구,창동,36,7.65,기타,C
84.9,6,도봉구,쌍문동,20,6.6,기타,B
84.5,4,노원구,중계동,28,7.25,기타,B
28.71,5,도봉구,쌍문동,36,2.54,기타,C
84.78,15,노원구,상계동,27,6.6,기타,A
84.98,3,도봉구,방학동,26,4.68,기타,B
59.39,8,노원구,상계동,36,6.2,기타,C
44.33,13,노원구,상계동,36,3.72,기타,B
49.77,12,도봉구,도봉동,28,3.35,기타,B
114.84,6,금천구,시흥동,20,6.8,기타,A
84.95,10,서초구,우면동,11,11.5,기타,A
59.97,19,금천구,독산동,6,8.47,롯데캐슬,B
84.83,3,강남구,세곡동,11,13.2,기타,B
68.31,10,금천구,독산동,13,7,기타,B
84.98,3,송파구,장지동,11,14,기타,C
73.15,2,서초구,양재동,33,12.5,기타,B
84.98,8,송파구,장지동,16,11.55,기타,A
84.99,3,구로구,항동,20,6,기타,B
59.77,9,동작구,사당동,13,11.3,기타,C
113.94,1,서초구,서초동,18,16.17,기타,A
68.63,2,구로구,구로동,37,3.8,기타,A
59.58,18,관악구,봉천동,20,7.48,기타,B
59.58,9,관악구,봉천동,20,7.55,기타,B
59.58,12,관악구,봉천동,20,7.68,기타,B
84.2,3,관악구,봉천동,20,9.2,기타,C
53.98,8,강남구,개포동,41,21.5,기타,C
81.94,1,관악구,신림동,20,5.5,기타,B
59.99,2,관악구,봉천동,19,6.45,기타,B
59.99,12,관악구,봉천동,19,6.925,기타,B
59.76,10,관악구,봉천동,24,6.45,기타,B
84.66,15,동작구,사당동,31,12.05,기타,C
59.94,10,송파구,거여동,3,11.2,기타,C
84.88,16,영등포구,대림동,8,8.99,기타,A
114.63,3,동작구,상도동,30,9.8,기타,A
59.98,16,강남구,도곡동,18,18.4,기타,B
39.53,11,강남구,개포동,32,11.3,기타,A
84.81,15,동작구,신대방동,22,9.7,기타,B
59.34,5,구로구,구로동,29,5.43,기타,A
84.78,1,구로구,개봉동,22,5.45,기타,A
59.92,11,송파구,가락동,27,10.6,기타,A
59.79,10,송파구,거여동,25,7.5,기타,A
58.46,6,송파구,가락동,38,10.35,기타,A
84.97,5,서초구,서초동,14,23.2,기타,C
59.76,9,동작구,신대방동,27,6.9,기타,B
59.4,11,강남구,역삼동,19,19,래미안,B
84.99,7,송파구,가락동,6,19.4,기타,C
59.97,15,송파구,가락동,17,13.6,래미안,A
84.96,18,구로구,오류동,22,6,기타,A
79.47,13,서초구,서초동,36,24.5,기타,C
84.99,9,강남구,역삼동,8,23.3,자이,C
83.22,1,송파구,송파동,21,7.8,기타,A
56.19,1,구로구,구로동,18,4.55,기타,B
23.85,11,강남구,역삼동,21,2.17,기타,A
71.76,13,송파구,송파동,12,14.5,래미안,B
59.96,13,서초구,반포동,15,25.8,래미안,C
59.96,1,구로구,고척동,25,4.48,기타,B
54.94,8,송파구,오금동,3,7.3,기타,A
84.98,7,동작구,흑석동,12,13.6,기타,B
59.91,5,영등포구,신길동,4,11.2,힐스테이트,C
59.96,7,구로구,고척동,25,4.75,기타,B
72.33,1,동작구,상도동,8,12.85,자이,B
123.45,5,송파구,석촌동,19,15.3,기타,B
84.88,7,동작구,노량진동,23,10,기타,B
59.85,14,영등포구,도림동,26,6.3,기타,B
78.42,1,동작구,상도동,22,4.85,기타,A
49.99,13,양천구,신정동,24,5.05,기타,A
84.99,14,강남구,논현동,21,16.5,기타,A
59.92,9,양천구,신정동,23,8.2,래미안,A
59.98,1,구로구,신도림동,25,8.55,기타,B
84.99,7,양천구,신정동,20,8.7,기타,A
84.93,17,양천구,신월동,21,7.6,기타,B
27.68,18,송파구,잠실동,16,10.25,기타,A
59.96,7,송파구,잠실동,16,18.2,기타,A
76.5,7,송파구,잠실동,46,24.23,기타,C
52.85,12,양천구,신월동,4,6.7,기타,C
59.57,15,서초구,잠원동,22,14.5,기타,A
84.96,12,양천구,신월동,22,4.65,기타,A
59.49,2,양천구,신월동,36,6,기타,C
95.24,15,양천구,신정동,20,13.05,기타,B
103.86,13,영등포구,여의도동,19,17.5,롯데캐슬,A
84.9,15,송파구,신천동,16,19.6,기타,A
84.89,13,용산구,이촌동,26,19.7,기타,C
48.1,6,강동구,둔촌동,32,4.8,기타,A
141.54,12,광진구,자양동,16,22.25,기타,C
74.14,17,영등포구,당산동,22,7.75,기타,A
74.86,6,양천구,신월동,19,2.95,기타,A
59.96,12,광진구,자양동,28,9.6,기타,A
84.88,7,강동구,천호동,25,9.42,기타,B
84.75,8,광진구,구의동,28,13.05,기타,B
74.13,7,강동구,길동,21,5.2,기타,A
68.22,11,마포구,도화동,28,10,기타,B
84.56,4,광진구,광장동,35,15,기타,C
84.97,9,광진구,광장동,34,13.1,기타,B
59.09,9,강서구,화곡동,2,5.4925,기타,A
42.44,8,강동구,길동,25,4.38,기타,B
123.44,5,마포구,용강동,8,21.7,기타,C
59.99,3,강동구,천호동,25,5.68,기타,B
84.27,13,양천구,목동,30,6.15,기타,A
119.9,15,강서구,등촌동,20,12.4,기타,B
84.69,16,마포구,신공덕동,21,12.3,래미안,A
84.99,15,강서구,화곡동,9,12.7,힐스테이트,C
59.97,9,마포구,공덕동,20,12.4,래미안,B
84.98,10,마포구,공덕동,20,15.2,래미안,B
59.52,7,마포구,염리동,23,10.3,래미안,A
84.79,11,마포구,창전동,5,12.5,기타,B
74.88,18,강동구,상일동,5,12.55,기타,C
74.88,18,강동구,상일동,5,12.55,기타,A
59.64,19,강동구,암사동,24,8.5,기타,B
59.29,20,강동구,명일동,5,12.28,래미안,A
59.32,5,강동구,명일동,5,11.4,래미안,A
84.97,9,성동구,금호동2가,12,13.4,자이,A
59.91,10,성동구,응봉동,35,8.4,기타,A
59.97,8,성동구,행당동,29,7.86,기타,A
59.98,12,강동구,상일동,4,12,기타,B
84.89,14,마포구,아현동,10,17.4,래미안,B
84.891,14,마포구,아현동,10,17.4,래미안,B
59.96,3,성동구,행당동,24,8.8,기타,A
84.84,13,강서구,염창동,25,8.5,기타,A
84.98,9,강동구,암사동,16,13.3,롯데캐슬,A
57.36,6,마포구,서교동,19,5.6,기타,A
84.05,20,강동구,고덕동,5,15.6,기타,C
59.99,2,강동구,고덕동,13,11.15,기타,B
97.26,29,강동구,고덕동,8,15.95,힐스테이트,A
114.97,11,성동구,마장동,18,15.75,기타,C
84.15,6,마포구,성산동,16,9.6,기타,A
56.08,15,서대문구,천연동,18,7.9,기타,B
114.46,11,성동구,하왕십리동,28,11.85,기타,C
34.26,11,중구,황학동,5,3.05,기타,A
119.85,4,강서구,가양동,25,9.7,기타,A
84.99,2,동대문구,용두동,17,8.62,기타,B
51.03,13,강서구,방화동,30,5.27,기타,B
59.81,26,동대문구,답십리동,6,10.95,힐스테이트,B
84.9,29,동대문구,답십리동,6,12.5,힐스테이트,B
84.98,12,동대문구,답십리동,10,11.5,래미안,B
84.95,1,서대문구,북가좌동,12,10.2,래미안,B
149,4,종로구,내수동,20,19.2,기타,A
149,4,종로구,내수동,20,19.2,기타,A
82.5,6,동대문구,답십리동,33,6.55,기타,A
59.4,9,서대문구,남가좌동,25,6.75,기타,B
84.93,22,동대문구,용두동,3,14.1,기타,C
59.99,20,동대문구,전농동,10,10.5,래미안,B
39.98,6,동대문구,휘경동,23,4.53,기타,C
84.97,12,서대문구,홍제동,4,11,기타,C
27,12,중랑구,면목동,37,2.72,기타,B
84.76,11,동대문구,제기동,20,8.2,기타,B
75.15,1,서대문구,홍제동,32,5,기타,A
59.63,2,은평구,응암동,13,6.72,힐스테이트,A
84.17,13,은평구,신사동,27,5.67,기타,A
16.94,5,중랑구,상봉동,3,2.6,기타,B
28.25,11,중랑구,상봉동,5,2.78,기타,B
84.87,9,성북구,돈암동,26,7.4,기타,B
74.94,14,은평구,응암동,4,8.43,기타,B
