전용면적,층수,연수,구,거래금액(억원)
57.3,17,28,중랑구,5.5
23.34,2,2,강북구,2.115
84.9725,2,8,송파구,12.95
59.948,5,10,양천구,7.9
114.87,4,25,노원구,8.9
84.95,9,39,구로구,9.8
192.235,10,36,송파구,27.9
59.98,4,8,서초구,25.9
57.89,5,23,강서구,2.5
37.38,5,4,관악구,1.5965
84.932,21,5,성북구,9.35
59.4,5,25,서대문,6.2
84.705,6,36,송파구,16.72
134.438,2,30,강남구,23
44.64,10,26,구로구,4.22
59.92,1,27,송파구,8.95
14.49,12,12,관악구,1.295
13.12,5,10,서대문,1.3
113.329,11,10,금천구,11
59.76,10,28,중랑구,5.5
59.606,10,19,강남구,19.4
59.92,13,24,관악구,8.8
59.97,4,10,강남구,14.3
59.14,23,4,강동구,10
118.31,7,13,중구,17
35.4442,7,7,성동구,15.55
76.92,11,36,도봉구,4.7
84.99,5,23,구로구,7.2
84.98,11,6,송파구,18.85
52.6987,10,4,동대문,6.1
74.94,12,2,동대문,11.3
84.9631,1,17,서대문,7.97
59.97,19,5,송파구,14
74.1,4,22,중구,10
59.4,12,25,노원구,5.85
54.7,12,32,종로구,6.22
74.97,2,12,서초구,11.65
59.43,13,38,마포구,10.3
118.12,10,53,영등포,22
59.98,8,3,영등포,10.5
71.06,7,26,구로구,5.2
84.87,7,24,구로구,9
74.79,2,19,양천구,3.3
84.92,10,10,강남구,16.3
14.65,9,10,노원구,1.14
78.88,14,17,구로구,5.75
59.99,2,15,동작구,7.2
51.66,4,29,동작구,7.25
21.93,14,8,중구,2.29
84.8,16,16,송파구,22.35
84.98,2,6,송파구,18.8
52.28,15,2,은평구,6.34
84.84,1,10,강서구,10.8
83.805,6,38,구로구,8.85
23.66,4,7,강서구,1.98
43.2,3,25,송파구,7
30,5,11,중랑구,1.7
59.37,14,28,송파구,8.3
84.8,4,20,은평구,5.7
84.9,14,8,강동구,14.4
84.98,1,3,은평구,10.35
59.96,17,25,서대문,7.9
21.7256,11,13,구로구,1.54
59.95,6,7,서초구,19.8
59.88,20,17,송파구,19.55
59.99,7,15,성동구,8
36.2275,9,2,은평구,4.5
84.39,1,25,강서구,6.9
49.94,3,36,노원구,5.15
59.959,13,13,마포구,10.5
59.9,12,19,마포구,12.05
59.94,3,3,송파구,10.7
40.183,11,3,광진구,8.28
59.82,13,26,은평구,5.85
84.97,12,21,성북구,7.2
59.96,15,23,강남구,17
59.96,12,24,성동구,9.1
114.98,15,9,은평구,11.55
59.967,16,5,강남구,19
84.951,5,11,동작구,10.8
68.12,2,28,중랑구,5.6
84.97,3,16,관악구,6.3
84.56,8,19,관악구,7.25
18.63,11,10,광진구,1.63
84.84,1,10,강서구,12.73
59.754,2,18,성북구,6.63
114.62,5,24,성동구,11.82
59.92,5,22,서초구,17.3
84.9984,11,18,강남구,26.2
55.59,8,21,도봉구,3
84.88,17,23,동작구,10.15
59.96,6,15,서초구,25.7
59.38,10,17,성북구,7.3
52.36,14,33,도봉구,3.3
59.94,12,22,노원구,6.55
84.97,11,13,구로구,5.7
84.98,20,16,강동구,12.3
41.3,1,33,도봉구,3.63
84.99,15,23,구로구,8
84.93,7,20,강서구,7.5
84.86,16,28,광진구,13
84.94,3,31,은평구,6.35
72.185,15,27,마포구,12.1
41.85,5,29,강서구,5.2
59.96,19,24,성동구,10.15
52.85,3,4,양천구,6.2
116.23,6,54,종로구,8.4
89.19,9,42,성동구,16.55
59.4,18,19,강남구,16.83
100.31,1,36,송파구,20
44.35,6,34,중랑구,4.3
63.6,2,21,양천구,3.3
38.64,12,32,노원구,3.25
71.06,7,26,구로구,5.1
84.896,2,27,노원구,7.75
58.59,7,30,동대문,5.95
59.9,7,5,관악구,9.18
84.98,11,6,송파구,17.7
59.9,26,25,구로구,8.6
84.95,3,21,강남구,16.2
84.77,9,27,양천구,13.2
21.7256,12,13,구로구,2
84.98,20,6,송파구,18
59.994,16,14,서초구,21.5
59.85,15,21,관악구,6.6
59.9818,10,3,동작구,11.15
59.8547,16,7,종로구,13.4
84.9,10,25,종로구,11.1
84.995,3,17,동작구,11.25
16.93,10,11,강북구,1.675
59.96,3,20,성동구,4.54
59.88,5,19,성북구,4.9
60,5,21,관악구,7.4
59.11,15,5,강동구,11.45
59.36,4,31,송파구,6
12.33,6,2,성북구,1.93
84.99,11,14,구로구,7.8
40.62,6,22,강동구,2.25
84.9097,6,18,강남구,22.4
63.79,1,19,금천구,2.1
79.53,1,37,광진구,15.4
84.94,12,29,도봉구,5.35
105.89,10,45,서초구,25.2
28.246,7,18,강남구,7.65
59.11,13,5,강동구,11.4
59.8718,7,6,동작구,13.5
59.54,14,23,영등포,6
76.66,1,5,종로구,5.6
84.99,16,6,은평구,9.35
51.29,7,35,노원구,5.5
177.52,6,48,서초구,25
59.98,16,21,마포구,11.2
59.971,8,15,서초구,23.3
84.99,5,25,중랑구,6
59.98,13,3,송파구,11.5
54.7,14,32,종로구,6
55.32,15,22,송파구,7
164.25,2,31,강서구,11
55.85,10,18,서대문,7.88
58.68,10,24,강동구,7.63
114.3,11,24,동대문,8.8
84.97,18,21,성북구,7.38
84.89,12,24,동대문,7.45
60,9,23,서대문,6.9
59.55,10,24,영등포,8.55
24.67,6,7,강서구,2.2
114.218,15,10,용산구,18.25
84.78,6,25,서대문,8.3
39.53,6,32,강남구,10.9
137.09,13,19,영등포,19
59.95,9,26,송파구,8.8
59.58,16,26,성북구,5.85
47,4,48,구로구,3.1
84.98,12,4,영등포,11
84.98,18,6,동작구,14.2
59.99,11,18,강서구,9
132.54,8,14,마포구,20
66.12,2,50,영등포,8.9
84.98,8,6,은평구,9.3
14.7,12,8,동작구,1.455
83.06,4,36,송파구,18.9
84.82,13,10,마포구,16
84.96,10,28,중랑구,6.73
68.207,2,13,금천구,6.48
69.15,1,24,양천구,4.58
12.62,17,10,영등포,1.656
126.66,1,38,성동구,14.8
59.93,3,24,서대문,6.4
114.678,2,18,성북구,10.285
84.88,6,29,도봉구,5.5
84.81,14,24,광진구,15.1
72.06,6,32,도봉구,4.48
59.6,19,21,관악구,5.3
33.18,7,32,강남구,9.78
84.93,6,38,강동구,12.95
101.2,6,38,양천구,22
196,12,46,광진구,28
59.96,6,25,광진구,8.99
84.87,7,17,성동구,13.83
84.95,24,4,강동구,16.7
13.01,19,11,용산구,1.898
59.22,4,24,노원구,4.38
59.7501,12,3,서대문,6.82
59.785,10,5,강동구,11.95
143.82,11,19,송파구,13.2
59.65,14,21,동대문,6.55
62.28,3,44,용산구,10.45
58.65,11,14,마포구,9.3
84.65,6,25,강서구,7.25
32.62,23,25,영등포,3.5
59.95,17,27,동대문,5.9
84.87,14,24,관악구,9
84.99,24,6,송파구,20.8
59.99,9,19,성북구,6.9
96.73,10,22,강서구,9.85
113.71,11,38,성동구,13
50.54,2,38,마포구,9.2
84.974,9,10,영등포,9.5
59.99,8,20,성북구,7.18
59.84,2,16,강서구,6.9
59.14,14,4,강동구,6.8
84.84,10,28,금천구,5.7
59.91,14,25,광진구,9.3
130.259,11,17,강남구,25.15
84.98,7,9,마포구,18.85
84.97,12,16,관악구,7.2
76.87,3,22,강서구,5.33
59.43,4,38,마포구,11.3
84.898,8,5,은평구,10.2
59.9893,17,13,동작구,11.2
84.08,3,27,중랑구,5.8
84.93,16,26,강남구,19.9
59.35,14,7,성북구,7.44
84.92,15,19,성동구,12.6
33.18,4,32,강남구,8.97
51.57,13,31,동작구,8.5
114.752,4,21,성북구,8.65
58.44,1,30,도봉구,2.5
59.8848,15,18,강남구,17
12.85,19,10,마포구,1.75
84.97,1,13,강북구,6.95
84.88,4,22,중구,12
84.915,28,23,구로구,7.4
84.9636,11,19,동작구,8.7
118.25,4,31,동작구,12
59.785,4,5,강동구,12.05
84.99,18,18,성동구,9.5
59.78,7,26,강동구,8.1
83.06,11,36,송파구,18.725
108.24,20,6,강동구,17.5
84.97,11,3,은평구,10.1
59.1,3,2,성북구,7.81
39.6,11,26,노원구,2.72
84.83,9,5,동대문,11.8
59.76,8,30,강남구,10.5
59.9845,8,1,강남구,22.5
84.99,5,10,동대문,10.5
59.9846,10,5,양천구,10.2
45.55,3,35,노원구,3.8
59.59,24,8,성동구,12.1
59.99,10,19,성북구,6.8
128.81,13,9,강서구,15
84.9108,1,5,동작구,19.7
84.94,2,25,마포구,12.7
59.97,9,19,성북구,7.2
74.94,7,4,은평구,8.3
56.96,2,4,강북구,3.75
84.843,13,21,성북구,7
79.2,6,38,도봉구,6.92
84.92,14,38,강동구,13.4
50.76,5,36,송파구,9.8
114.84,5,24,금천구,5.8
50.18,7,37,노원구,5.995
84.9,23,10,성동구,14.2
44.33,10,36,노원구,3.9
120.4,7,30,금천구,6
140.52,18,24,양천구,18.5
84.95,15,11,서초구,13
59.9236,3,10,마포구,13.2
59.91,6,8,성동구,14.9
84.98,7,15,광진구,16.8
59.49,3,36,양천구,6.55
84.85,6,20,강동구,6.7
134.88,11,27,송파구,13.2
84.75,7,7,영등포,10.4
81.05,8,17,동대문,9.15
59.76,8,28,중랑구,5.97
84.9,5,29,노원구,10.15
39.53,8,32,강남구,9.7
39.2,6,23,강남구,3.5
65.21,3,16,도봉구,3
19.27,5,8,구로구,1.05
59.98,13,5,동대문,9
60,8,32,강남구,13.2
118.25,14,31,동작구,13.55
84.74,11,11,동대문,8.8
72.89,12,42,강동구,8.6
54.59,5,36,노원구,4.7
95.03,4,38,양천구,20.2
114.81,6,13,송파구,11.7
84.948,6,19,강서구,8.25
59.99,11,16,강동구,10.4
41.04,12,40,관악구,4
84.99,28,16,송파구,20.9
106.62,2,31,종로구,8.3
84.49,2,40,서초구,24
58.14,10,29,강서구,6.9
59.886,3,21,동작구,6.5
59.65,1,14,성북구,6.25
44.64,5,26,구로구,4.48
45.55,13,35,노원구,3.4
36.2275,8,2,은평구,4.5
59.54,7,4,서대문,7.3
84.87,3,24,중랑구,6.25
84.92,5,5,관악구,10.5
86.82,5,20,관악구,5.3
34.44,2,31,강남구,9
84.82,20,18,송파구,18
45.9,5,34,도봉구,4.1
55.49,5,2,강북구,4.535
114.94,3,24,성동구,12.5
84.94,4,29,도봉구,5.2
84.97,2,14,구로구,6.7
84.89,9,3,강서구,12.2
108.93,27,6,성동구,23.9
126.21,5,30,양천구,6.5
27.68,20,16,송파구,9.4
133.76,4,39,송파구,13.98
155.586,32,18,양천구,24.8
114.937,13,21,동대문,9.6
13.79,9,11,강서구,0.79
84.66,8,5,성북구,13.8
74.12,5,38,양천구,20
41.3,2,37,노원구,4.7
59.75,8,24,영등포,8.9
84.98,5,13,강동구,13
59.886,1,21,동작구,7.29
94.76,5,22,광진구,13.4
84.17,1,15,은평구,8.9
133.65,1,48,영등포,24.6
43.92,8,27,영등포,5.55
59.96,11,3,동대문,10.5
59.94,3,25,노원구,5.7
59.7827,2,6,동작구,11.35
59.22,7,34,노원구,5.5
114.98,12,14,성북구,12.95
59.93,2,24,서대문,6.6
84.98,14,14,마포구,9.7
111.28,5,28,은평구,3.7
84.96,8,18,송파구,9.95
41.3,1,33,도봉구,4.2
59.4,17,25,노원구,4.68
59.91,5,26,양천구,7.95
59.74,8,13,중구,9.7
15.61,2,10,동대문,1.6
12.03,5,12,영등포,1.22
12.15,13,12,강서구,1.041
84.09,13,30,중랑구,6.9
51.48,12,36,양천구,9.5
43.56,5,35,노원구,4.5
84.98,22,6,송파구,20.7
59.97,10,3,마포구,5.8
84.95,12,24,동대문,8.29
59.819,3,22,구로구,6.1
84.91,8,5,강동구,12.7
59.92,21,7,서초구,21
44.35,4,32,동대문,3.6
101.97,9,10,구로구,8.6
59.77,5,19,성북구,6.5
27.61,2,37,강동구,3.48
59.74,9,27,송파구,7.8
59.93,9,8,성동구,11.65
83.85,12,17,마포구,13
84.85,9,3,강서구,10.6
84.94,5,29,도봉구,5.1
59.7848,21,3,마포구,15.43
84.96,23,6,성동구,17.9
22.96,10,5,동대문,2.3
59.758,5,21,강북구,5.9
84.9097,10,18,강남구,24
59.7479,2,5,강남구,20.3
48.18,10,31,동작구,5
78.665,8,20,구로구,8
95.28,12,38,양천구,21
49.01,8,2,영등포,6.2
84.504,3,23,도봉구,7
84.99,18,10,마포구,15.95
84.09,20,19,성북구,5.85
45.9,2,35,노원구,3.81
59.93,4,4,은평구,7.1
84.78,1,41,영등포,9.6
59.25,11,31,동작구,9.5
84.42,3,13,은평구,7.5
18.92,8,9,동대문,1.38
59.22,13,38,노원구,7
59.9672,22,6,금천구,7.7
27.68,11,16,송파구,8.4
59.98,12,4,강동구,10.5
79.35,11,21,동대문,8.4
59.95,9,22,강서구,6.08
79.07,6,36,노원구,8.1
29.63,7,5,금천구,2.6
84.866,19,2,마포구,16.3
84.146,19,5,강동구,14
114.73,17,19,성북구,9.48
84.98,7,20,영등포,11.47
44.52,1,32,노원구,4.49
84.98,3,6,서대문,13.5
59.98,17,8,마포구,14.4
39.6,13,30,노원구,3.51
84.86,2,23,동대문,8.55
60,3,21,관악구,7.3
45.9,11,36,노원구,5.1
79.54,2,22,구로구,3.81
44.89,11,34,도봉구,4.5
84.87,16,32,도봉구,7.5
84.86,2,32,도봉구,4.9
98.63,15,37,양천구,16.85
84.84,2,29,노원구,4.85
84.95,4,32,양천구,9.35
136.38,9,39,서초구,24
114.7143,13,17,관악구,8
59.99,14,21,성북구,7.75
84.81,10,16,강동구,13.2
36.2415,27,2,은평구,5
84.91,7,8,양천구,2.9
17.18,6,2,강북구,1.595
75.15,15,32,서대문,7.35
113.607,13,22,동대문,4.9
12.22,4,10,강서구,1
84.72,7,23,동대문,6.5
74.94,19,4,은평구,7.7
84.369,2,15,은평구,7.7
84.98,10,15,광진구,16.8
84.97,9,29,도봉구,5.2
59.98,11,18,송파구,9.5
97.27,4,21,영등포,16.2
59.98,2,8,성동구,12.525
15.6,3,11,구로구,1.25
59.74,9,14,동대문,8.98
117.898,19,20,마포구,11.3
36.88,7,18,구로구,4.395
84.9604,6,11,동작구,12.4
128.41,36,13,구로구,11.75
84.97,12,20,금천구,5
93.4,7,7,강남구,29.8
16.45,6,11,강북구,1.62
59.97,6,27,광진구,8.75
98.55,13,16,송파구,25.6
16.93,8,11,강북구,1.675
84.95,6,5,관악구,11.44
136.77,9,24,양천구,15.95
59.88,11,25,강동구,8.35
59.98,8,13,동대문,7.9
82.9,13,18,서초구,11.6
84.67,1,32,강북구,5.1
59.88,19,26,용산구,14.8
84.72,5,22,강동구,10.1
84.8282,3,5,강동구,5.7399
82.48,2,39,구로구,7.2
59.96,8,29,도봉구,4.2
118.64,26,13,마포구,17.9
59.91,6,28,강남구,9
59.996,13,3,노원구,7.85
59.99,1,2,마포구,11.25
84.99,18,9,강서구,11.9
84.97,11,29,도봉구,4.88
71.77,7,41,노원구,5.57
59.98,5,23,성북구,5.1
59.98,16,25,강서구,6.7
84.96,3,21,관악구,8.2
59.63,4,13,은평구,6.85
59.96,2,16,강남구,19.8
110.778,1,20,강남구,17.6
59.94,11,22,중구,9.7
59.9,3,5,은평구,8.65
133.3,14,14,동작구,11.6
59.981,12,9,서대문,9.97
59.86,5,29,도봉구,5.04
83.86,15,22,도봉구,6.1
59.58,12,26,성북구,5.02
68.81,7,16,성북구,5
101.65,13,16,강서구,13.45
105.52,3,41,송파구,15
84.94,26,5,강남구,24.95
30,4,11,중랑구,1.8
133.65,9,38,강동구,16.3
59.97,8,29,성동구,7.95
84.59,4,34,노원구,5.99
50.14,8,38,노원구,6.58
39.84,6,28,중랑구,4.2
18.16,7,12,강동구,1.39
13.42,7,12,중랑구,0.95
71.64,4,36,양천구,13.05
84.54,2,25,서초구,18.2
114.9,31,16,중구,12.7
136.325,12,36,송파구,20.65
59.7848,24,3,마포구,15
59.4,13,19,강남구,19
59.97,14,26,강서구,7.05
84.78,4,27,서대문,6.4
84.83,4,4,강남구,23.8
59.99,2,5,강동구,10.9
114.99,24,23,구로구,8.93
84.57,11,18,광진구,13.5
59.66,7,11,송파구,11.3
59.43,4,38,마포구,10.9
13.77,12,11,중랑구,0.95
47.12,8,1,양천구,4.71
114.99,2,24,관악구,10.2
59.4,17,27,중랑구,5.15
83.52,2,39,강동구,9.6
49.65,2,32,강서구,4.9
65.34,6,37,서대문,6.65
59.76,5,27,성동구,11.7
59.0362,8,6,서대문,6.2
14.7,10,8,동작구,1.43
136.41,9,13,강남구,26.5
84.6,1,29,노원구,5.88
59.22,8,38,노원구,7.4
84.65,29,7,영등포,16.1
53.07,7,19,양천구,3.18
33.37,4,22,강남구,3.9
34.62,1,22,도봉구,1.025
84.74,5,36,강남구,17.8
84.75,25,7,영등포,13.7
84.96,1,26,구로구,4.2
59.9718,11,7,마포구,11.97
44.52,13,32,노원구,4.6
14.23,7,7,광진구,1.63
59.92,14,24,관악구,5.5
84.58,24,24,강남구,21
59.09,22,4,강동구,10.45
76.88,15,5,구로구,7.35
134.96,5,15,은평구,10.5
59.6737,15,5,종로구,11.8
48.6,3,25,노원구,4.1
39.6,6,32,강서구,5.5
59.84,13,16,강서구,7.5
15.55,8,10,중구,1.4
49.2,9,32,강남구,11
84.99,14,15,동대문,9.5
59.97,2,2,마포구,12.45
59.78,17,26,강동구,5.45
36.2415,13,2,은평구,5
45.9,3,35,노원구,3.75
84.997,6,18,은평구,6.47
124.77,6,27,동작구,10.6
84.89,13,16,영등포,8.25
59.42,3,25,성북구,4.5
59.94,24,24,광진구,10.78
26.03,10,5,중랑구,2.87
59.85,17,5,동대문,8.995
73.133,21,22,영등포,8.4
62.22,15,36,도봉구,4.5
84.99,9,29,노원구,6
95.1132,8,4,강서구,5.3
18.32,11,9,영등포,1.6
84.84,16,25,강서구,8.45
51.47,2,43,성북구,6.73
84.98,19,3,송파구,11.4
59.77,5,8,성동구,13.7
51.57,8,36,광진구,8.95
84.94,8,6,서대문,11.35
114.5,6,24,마포구,12
84.92,7,5,서초구,25.85
23.02,5,1,동대문,3.065
84.99,23,16,송파구,23.5
84.12,3,9,서대문,6.73
59.86,13,5,구로구,5.85
59.63,10,13,은평구,6.85
84.96,9,21,관악구,7.75
66.33,9,38,도봉구,5.99
47.01,5,17,마포구,4.4
84.99,19,19,관악구,8.5
84.87,15,26,구로구,4.95
84.3,1,20,양천구,6.5
59.95,8,28,광진구,8.9
59.959,9,13,마포구,13
59.4,15,19,강남구,15.95
84.94,12,35,노원구,7.7
50.18,5,37,노원구,5.78
84.76,5,32,광진구,11
59.96,13,24,성동구,9.5
59.98,18,20,양천구,5.1
84.96,2,20,동작구,10.65
59.91,10,25,송파구,7.5
84.25,5,15,영등포,8.5
59.95,11,17,송파구,10
32.76,5,25,관악구,3.4
59.64,15,24,강동구,8.45
84.71,13,24,성동구,12
49.94,12,36,노원구,6
59.42,3,1,중랑구,5.68
59.983,8,5,성동구,11.6
59.9,8,14,성북구,8
134.88,7,27,중랑구,8.25
37.22,10,1,양천구,4.09
59.581,9,26,도봉구,4
84.94,5,32,노원구,6.57
84.97,21,16,강서구,11.95
58.14,15,29,강서구,6.98
36.2275,4,2,은평구,4.5
60.13,13,41,강남구,20
58.32,2,1,중랑구,5.4045
16.45,15,11,강북구,1.665
84.93,12,26,마포구,10.35
84.789,10,21,구로구,10.1
105.8064,8,3,강남구,24
114.97,21,21,성동구,12.2
59.76,22,27,중랑구,5.9
84.98,12,19,성동구,8.6
84.2,3,21,마포구,8.6
84.97,4,20,성북구,8.8
114.96,15,25,강서구,7.5
84.98,17,13,강동구,8.6
59.86,10,16,송파구,15.82
74.88,13,5,강동구,11.6
59.9992,4,11,동작구,11.5
84.805,8,18,동작구,12.3
56.16,12,42,강동구,6.8
59.92,10,28,강서구,7
84.97,1,4,양천구,9.1
23.95,6,5,성동구,2.9
114.9903,9,9,중랑구,13
84.98,28,18,구로구,10.8
59.34,1,25,종로구,4.1
84.79,34,16,송파구,18
84.78,1,23,도봉구,6.8
84.985,17,27,마포구,12.3
167.14,5,15,은평구,12.95
59.58,13,26,서대문,8.35
17.94,15,12,중랑구,1
93.05,11,16,영등포,8.4
58.46,3,32,노원구,6.95
84.94,19,4,성북구,8.95
54.94,13,37,양천구,11.95
59.25,13,12,성동구,13.5
59.34,3,24,동대문,6.475
59.94,15,22,노원구,7.04
51.77,9,11,송파구,9.45
84.82,23,6,서대문,16.55
84.73,14,14,동작구,12
84.853,7,17,성북구,7.25
59.4,5,30,성동구,13.6
39.6,8,32,강서구,5.58
79.97,3,37,강남구,21.9
84.97,9,16,관악구,6.7
84.4,23,25,마포구,14.5
49.5,15,32,강서구,7.38
84.767,8,20,성동구,16.9
16.45,7,11,강북구,1.6
58.14,6,29,노원구,6.75
50.18,12,37,노원구,5.97
59.88,21,26,성북구,5.5
59.88,12,17,송파구,19.4
84.77,16,25,노원구,7.4
59.9236,15,10,마포구,13.8
37.777,4,21,서초구,3.15
84.75,15,32,영등포,7
99.98,3,26,노원구,8
32.34,12,20,마포구,2.65
59.89,9,27,서대문,6.39
46.81,18,24,송파구,6.9
84.95,6,33,송파구,13.25
70.73,10,37,양천구,14.2
34.44,13,31,강남구,8.8
59.76,6,30,강남구,14
57.09,10,36,강동구,7.37
59.81,4,28,서초구,14.43
59.981,7,5,강동구,10.1
84.78,1,27,노원구,6.45
131.35,14,16,광진구,11.45
97.35,15,24,강남구,24
66.6,15,36,양천구,17.9
84.93,13,7,영등포,13
95.67,5,38,양천구,20.6
84.94,2,28,성동구,9
135.5,8,24,용산구,23.2
59.98,11,4,영등포,11.1
71.75,2,16,양천구,5.4
59.97,19,5,영등포,10
59.9772,23,18,강남구,16
14.064,13,10,구로구,0.8
39.84,7,28,중랑구,3.65
38.64,14,3,관악구,5.1
70.13,4,34,도봉구,4.5
84.8485,4,20,중랑구,6.27
59.981,11,5,강동구,10.5
84.91,19,13,성북구,7.7
59.96,8,5,성북구,7.77
121.52,12,50,영등포,21
114.77,14,23,중구,13
84.2261,3,20,동작구,10.7
83.21,4,24,관악구,5.9
84.96,25,27,마포구,13.55
59.57,8,25,구로구,6.65
84.96,5,17,마포구,9.7
84.53,3,17,강서구,8.9
57.09,1,42,강동구,6.9
60,8,24,용산구,15.3
73.27,12,36,영등포,9.6
59.94,1,23,용산구,9.65
84.69,16,19,강서구,10
49.8,10,27,송파구,8.2
84.71,26,7,영등포,15
59.474,6,10,양천구,7.15
44.64,19,26,구로구,4.45
59.95,5,21,성북구,5.5
84.97,2,22,노원구,7.15
59.99,10,29,노원구,4.3
73.0597,6,5,강동구,5.1181
84.45,19,14,용산구,15.5
84.01,14,14,구로구,6.7
78.39,5,27,송파구,9.6
81.2768,12,22,노원구,7.4
57.26,1,26,서초구,11.9
41.3,8,37,노원구,4.9
84.96,7,39,강남구,27
84.93,9,4,강동구,14.5
120.31,2,13,동대문,10.5
84.838,5,17,성동구,12.7
84.8,5,16,송파구,19
59.94,1,22,노원구,6.4
59.94,1,29,은평구,3.5
124.66,7,29,강남구,22.7
84.98,18,25,영등포,8.915
59.98,14,3,송파구,11.5
59.99,23,1,서초구,22.9
83.06,19,36,송파구,16
84.9,1,25,노원구,4.7
54.59,6,36,노원구,4.79
59.99,15,20,성북구,7
84.9529,18,5,강서구,12.9
50.03,14,38,마포구,8.4
59.97,14,29,성동구,8.15
84.53,4,35,성동구,9.8
83.91,5,21,마포구,9.5
41.3,3,36,노원구,4.15
84.56,11,30,구로구,5.7
74.88,2,5,강동구,11.55
74.74,3,11,강남구,13.3
134.37,12,29,중랑구,7.5
84.97,5,16,강서구,12.2
50.14,8,38,노원구,6.66
84.74,4,17,마포구,12.37
84.79,13,16,송파구,18
59.785,8,5,강동구,11.9
84.68,9,14,서초구,23.35
34.44,5,32,강서구,5.2
72.951,14,5,동작구,17.4
59.96,15,5,성북구,7.15
84.96,13,20,동작구,9.925
51.57,15,35,광진구,7.9
84.9145,16,11,서초구,24.2
84.95,2,24,동대문,7.88
84.8,12,24,중랑구,6.2
59.5,18,10,성북구,7.8
84.96,12,21,관악구,8.45
59.98,15,8,성동구,13.1
59.57,7,25,구로구,6.95
156.53,1,21,서초구,19.9
49.72,13,31,노원구,5.3
84.949,11,5,양천구,13.7
57.1,8,30,강동구,7.57
49.2,15,32,강남구,10.7
59.373,11,17,성북구,8.81
44.52,6,32,노원구,3.65
31.98,2,37,노원구,4.5
134.95,24,26,금천구,9.5
84.96,16,30,구로구,5.5
58.99,10,14,강북구,7.05
79.89,2,38,강남구,21.4
84.73,6,22,마포구,8.15
84.87,11,24,관악구,7.8
81.05,6,17,동대문,8.7
59.85,6,26,영등포,6.25
59.95,14,7,영등포,10.45
59.96,21,25,영등포,7.95
39.53,15,32,강남구,11.3
84.97,19,21,성북구,6.35
59.58,7,26,서대문,8.1
106.81,12,18,종로구,11.5
84.88,10,23,동작구,10.6
84.98,9,4,마포구,15.8
114.99,11,23,구로구,8.4
18.08,3,10,중구,1.555
52.32,10,41,서초구,17.35
63.33,11,26,구로구,5.9
50.14,7,38,노원구,6.6
23.85,10,21,강남구,2.2
84.97,14,13,구로구,7.3
59.97,11,5,강동구,10
59.905,3,3,은평구,7.05
114.44,3,36,동작구,15
84.947,8,13,은평구,8.75
39.53,10,32,강남구,10.8
49.8,8,27,송파구,7.9
68.58,2,38,성동구,9.7
59.87,6,16,강서구,7.9
84.408,25,6,금천구,11.45
29.75,6,7,강서구,2.38
39.53,15,32,강남구,11
65.46,8,36,영등포,7.2
59.89,12,31,동작구,9.2
41.3,6,33,도봉구,3.85
59.91,16,27,송파구,11
84.97,2,14,은평구,7.75
84.85,4,3,강서구,13.73
59.99,18,13,강북구,6.45
59.91,19,21,성동구,10.8
59.97,4,23,성동구,9.95
83.52,1,38,양천구,18.7
84.98,16,6,동작구,14.9
167.14,18,15,은평구,13.75
59.98,2,20,강북구,5
59.76,5,16,강서구,7.3
26,6,1,중랑구,2.4573
84.945,12,18,구로구,6.5
84.96,23,14,성북구,9.4
84.99,15,23,노원구,7.7
84.97,15,5,관악구,11
84.7488,14,5,은평구,9.2
45.81,9,7,성북구,7.4
37.73,4,15,동대문,5.1
84.9943,5,17,강남구,12.7
59.7,12,25,성동구,11.45
59.94,14,23,광진구,9.3
84.98,3,4,마포구,15.3
59.98,8,5,성북구,7.38
84.88,18,29,도봉구,5.8
14.855,15,10,중랑구,1.14
84.97,17,4,양천구,10.2
59.4,13,25,마포구,10.8
59.98,8,8,강남구,20
59.996,21,3,노원구,7.67
59.99,11,25,강서구,5.8
84.99,4,11,서초구,10.8
36.16,3,35,도봉구,3.29
84.09,11,19,성북구,6
163.64,5,16,영등포,29.5
84.84,11,12,강남구,13.9
41.3,15,33,도봉구,3.76
84.9,9,26,성북구,4.6
84.86,10,26,성동구,16
35.51,7,20,강남구,3.8
59.78,8,27,은평구,3.7
58.01,3,36,노원구,7
91.91,7,40,강남구,22
59.88,18,26,성북구,5.2
39.53,12,32,강남구,12.3
84.98,1,23,영등포,12.35
121.63,28,16,송파구,25.98
14.65,3,10,노원구,1.09
84.89,3,31,서초구,18.15
51.43,1,29,구로구,1.5
59.5905,12,6,동작구,10.6
48.78,8,21,강동구,3.8
59.376,29,5,마포구,14.1
84.92,28,16,중구,9.5
177.86,9,21,강서구,13.3
24.56,4,1,동대문,3.295
59.98,17,20,강북구,5.8
84.84,7,32,동대문,7.5
85,5,25,강남구,20.5
152.2,3,46,동대문,13
84.98,18,16,관악구,7.62
31.98,5,37,노원구,5.3
74.9982,13,2,강서구,10
74.4,2,37,강남구,22.15
13.77,12,11,중랑구,0.95
59.58,11,20,관악구,7
84.9965,18,1,은평구,11.5
59.99,3,14,은평구,7.2
59.76,9,26,중랑구,6.05
59.98,17,4,영등포,11.5
84.66,4,14,마포구,9.5
59.9663,11,12,성동구,9.9
145.93,29,18,송파구,18.45
84.4516,3,20,도봉구,8.18
84.79,6,20,마포구,10.65
84.73,8,15,동작구,9.45
